;Player;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib
789;Esquerdo;0.2;0;0.00;0;0;0;0.00;0;0
790;Alexander Esswein;2.4;4;1.69;3;0;0;0.00;0;0
791;Pervis Estupiñán;33.1;76;2.30;64;3;10;0.30;7;0
792;Oghenekaro Etebo;6.4;7;1.10;6;0;1;0.16;1;0
793;Beñat Etxebarria;4.4;12;2.74;2;0;1;0.23;1;0
794;Xabier Etxeita;16.1;5;0.31;4;0;0;0.00;0;0
795;Antony Evans;1.7;8;4.62;4;0;0;0.00;0;0
796;Jonny Evans;37.6;23;0.61;17;1;4;0.11;3;0
797;Edu Expósito;25.7;44;1.71;31;3;3;0.12;2;0
798;Valentin Eysseric;3.9;18;4.59;13;1;1;0.25;1;0
799;Valentin Eysseric;0.5;4;8.57;3;0;0;0.00;0;0
800;Łukasz Fabiański;23.5;0;0.00;0;0;0;0.00;0;0
801;Fabinho;23.1;34;1.47;30;1;3;0.13;3;0
802;Fábio;9.3;14;1.51;12;0;0;0.00;0;0
803;Cesc Fàbregas;10.3;45;4.35;35;1;8;0.77;7;0
804;Fabricio;1.0;0;0.00;0;0;0;0.00;0;0
805;Ralf Fährmann;0.2;0;0.00;0;0;0;0.00;0;0
806;Fayçal Fajr;4.5;18;4.02;12;0;0;0.00;0;0
807;Luca Falbo;0.0;0;0.00;0;0;0;0.00;0;0
808;Filippo Falco;22.4;125;5.59;87;8;13;0.58;7;0
809;Eliseo Falcon;0.8;0;0.00;0;0;0;0.00;0;0
810;Wladimiro Falcone;2.0;0;0.00;0;0;0;0.00;0;0
811;Simon Falette;1.0;2;2.00;2;0;0;0.00;0;0
812;Iago Falque;1.1;3;2.65;2;0;0;0.00;0;0
813;Iago Falque;5.8;18;3.12;14;1;1;0.17;1;0
814;Akin Famewo;0.0;0;0.00;0;0;0;0.00;0;0
815;Andri Fannar Baldursson;1.6;4;2.52;3;0;0;0.00;0;0
816;Paolo Faragò;14.9;27;1.81;21;0;4;0.27;3;0
817;Davide Faraoni;35.9;60;1.67;43;3;4;0.11;3;0
818;Mohamed Fares;4.7;5;1.07;5;0;1;0.21;1;0
819;Diego Farias;9.2;37;4.04;26;5;4;0.44;1;1
820;Ansu Fati;11.4;38;3.33;24;7;3;0.26;1;2
821;Julien Faussurier;22.0;55;2.50;43;0;7;0.32;3;0
822;Andrea Favilli;7.3;12;1.64;10;0;0;0.00;0;0
823;Federico Fazio;13.5;7;0.52;6;0;3;0.22;2;0
824;Aleix Febas;18.8;42;2.24;35;1;5;0.27;4;0
825;Zouhair Feddal;15.9;15;0.94;11;0;4;0.25;3;0
826;Ljubomir Fejsa;8.7;3;0.34;2;0;0;0.00;0;0
827;Nabil Fekir;29.3;115;3.92;68;16;11;0.38;6;0
828;Felipe;23.4;12;0.51;6;1;2;0.09;0;0
829;Luiz Felipe;22.5;15;0.67;13;1;6;0.27;5;1
830;Lucas Felippe;0.3;1;3.21;1;0;0;0.00;0;0
831;Ohis Felix Uduokhai;21.8;6;0.27;4;0;0;0.00;0;0
832;João Félix;19.4;50;2.58;30;4;4;0.21;1;1
833;Kiko Femenía;24.9;33;1.33;27;1;3;0.12;0;1
834;Zinedine Ferhat;25.0;91;3.65;48;13;6;0.24;4;1
835;Bruno Fernandes;13.2;58;4.40;39;1;12;0.91;6;0
836;Edimilson Fernandes;16.5;32;1.94;26;3;1;0.06;1;0
837;Gedson Fernandes;0.8;3;3.97;3;0;0;0.00;0;0
838;Gelson Fernandes;8.6;6;0.70;5;0;0;0.00;0;0
839;Matheus Fernandes;1.8;1;0.54;1;0;0;0.00;0;0
840;Aitor Fernández;36.0;4;0.11;3;0;0;0.00;0;0
841;Andrés Fernández;4.0;1;0.25;1;0;1;0.25;1;0
842;Carlos Fernández;24.5;47;1.92;28;4;11;0.45;4;1
843;Federico Fernández;29.1;10;0.34;6;1;3;0.10;1;0
844;Gabriel Fernández;6.2;4;0.64;3;1;1;0.16;1;0
845;Joaquín Fernández;18.4;14;0.76;12;0;2;0.11;1;0
846;Fernandinho;26.6;27;1.01;24;0;5;0.19;5;0
847;Fernando;29.5;31;1.05;26;1;3;0.10;3;0
848;Juan Ferney Otero;13.4;29;2.17;18;5;3;0.22;2;0
849;Alex Ferrari;11.2;5;0.45;4;0;0;0.00;0;0
850;Facundo Ferreyra;6.4;9;1.41;9;0;0;0.00;0;0
851;Jordan Ferri;12.8;34;2.66;24;2;0;0.00;0;0
852;Oliver Fink;7.5;22;2.93;15;1;3;0.40;2;0
853;Alfreð Finnbogason;10.7;32;2.98;24;1;4;0.37;4;0
854;Roberto Firmino;33.2;97;2.92;72;15;19;0.57;14;4
855;Junior Firpo;11.3;15;1.33;14;1;3;0.27;2;1
856;John Fleck;28.0;73;2.61;48;5;5;0.18;4;1
857;Mark Flekken;10.0;0;0.00;0;0;0;0.00;0;0
858;Sergio Floccari;10.5;22;2.10;17;3;0;0.00;0;0
859;Alessandro Florenzi;8.4;7;0.84;7;0;0;0.00;0;0
860;Alessandro Florenzi;11.1;24;2.17;22;0;2;0.18;2;0
861;Phil Foden;10.0;45;4.50;35;3;8;0.80;8;0
862;Mamadou Fofana;17.6;13;0.74;9;2;0;0.00;0;0
863;Seko Fofana;25.0;91;3.64;75;10;8;0.32;7;1
864;Wesley Fofana;13.5;7;0.52;6;0;0;0.00;0;0
865;Youssouf Fofana;6.8;12;1.77;9;1;2;0.30;2;0
866;Youssouf Fofana;11.2;16;1.43;14;1;0;0.00;0;0
867;Thomas Foket;27.0;44;1.63;37;1;3;0.11;3;0
868;Lamine Fomba;15.3;22;1.44;18;2;0;0.00;0;0
869;José Fonte;24.5;12;0.49;9;0;1;0.04;1;0
870;Pablo Fornals;24.1;48;1.99;38;1;9;0.37;9;0
871;Emil Forsberg;12.7;51;4.02;36;3;4;0.32;3;0
872;Hernâni Fortes;7.3;22;3.03;14;5;0;0.00;0;0
873;Ben Foster;38.0;5;0.13;2;0;1;0.03;1;0
874;Lyle Foster;0.7;1;1.45;0;1;0;0.00;0;0
875;Timothy Fosu-Mensah;1.5;3;1.99;3;0;0;0.00;0;0
876;Dimitri Foulquier;0.7;1;1.53;1;0;0;0.00;0;0
877;Dimitri Foulquier;12.4;11;0.88;10;1;0;0.00;0;0
878;Juan Foyth;0.8;1;1.32;1;0;0;0.00;0;0
879;Gianluca Frabotta;1.0;0;0.00;0;0;0;0.00;0;0
880;Raphael Framberger;13.1;11;0.84;9;1;2;0.15;2;0
881;Simon Francis;10.8;7;0.65;6;1;1;0.09;1;0
882;Mike Frantz;3.9;7;1.80;7;0;1;0.26;1;0
883;Ryan Fraser;23.0;67;2.92;44;2;6;0.26;3;0
884;Fred;24.0;85;3.54;64;4;1;0.04;1;0
885;Ryan Fredericks;24.9;47;1.89;42;1;5;0.20;5;0
886;Kieron Freeman;0.1;0;0.00;0;0;0;0.00;0;0
887;Luke Freeman;4.1;5;1.23;4;0;0;0.00;0;0
888;Remo Freuler;26.0;65;2.50;54;3;7;0.27;5;1
889;Marco Friedl;24.3;36;1.48;23;0;4;0.16;3;0
890;Marvin Friedrich;31.0;24;0.77;16;1;2;0.06;0;0
891;Samúel Friðjónsson;2.1;0;0.00;0;0;0;0.00;0;0
892;Jorge de Frutos;0.7;1;1.53;1;0;0;0.00;0;0
893;Christian Fuchs;8.6;7;0.82;7;0;3;0.35;3;0
894;Angelo Fulgini;17.5;59;3.36;30;9;5;0.28;2;2
895;Niclas Füllkrug;4.5;10;2.23;8;1;1;0.22;1;0
896;Ramiro Funes Mori;5.0;4;0.79;3;0;0;0.00;0;0
897;Daniel Fuzato;1.0;0;0.00;0;0;0;0.00;0;0
898;Matteo Gabbia;7.6;5;0.66;5;0;0;0.00;0;0
899;Manolo Gabbiadini;22.6;80;3.54;44;3;8;0.35;4;1
900;Gabriel;33.3;1;0.03;0;0;0;0.00;0;0
901;Ruben Gabrielsen;7.3;2;0.27;2;0;0;0.00;0;0
902;Mijat Gaćinović;11.6;31;2.66;16;2;3;0.26;3;0
903;Luca Gagliano;0.6;1;1.73;1;0;1;1.73;1;0
904;Roberto Gagliardini;20.0;58;2.90;43;0;5;0.25;4;0
905;Riccardo Gagliolo;28.9;47;1.62;37;0;7;0.24;4;0
906;Nicolás Gaitán;0.6;1;1.67;1;0;0;0.00;0;0
907;Marvin Gakpa;5.2;16;3.08;11;2;0;0.00;0;0
908;Enric Gallego;9.8;23;2.35;16;1;3;0.31;1;0
909;Enric Gallego;1.8;2;1.10;2;0;0;0.00;0;0
910;Kévin Gameiro;17.6;30;1.71;23;2;6;0.34;5;1
911;Fran Gámez;19.6;24;1.22;19;1;1;0.05;1;0
912;Idrissa Gana Gueye;18.4;57;3.10;54;1;6;0.33;6;0
913;Ignatius Ganago;13.8;32;2.32;21;3;5;0.36;2;0
914;Ezequiel Garay;16.0;4;0.25;4;0;1;0.06;1;0
915;Dani García;33.7;25;0.74;18;1;1;0.03;1;0
916;David García;31.0;17;0.55;14;0;2;0.06;1;0
917;Eric García;8.8;3;0.34;3;0;0;0.00;0;0
918;Javi García;4.2;1;0.24;0;0;0;0.00;0;0
919;Manu García;21.9;10;0.46;6;0;0;0.00;0;0
920;Raúl García;11.2;17;1.51;11;1;3;0.27;1;0
921;Raúl García;31.9;45;1.41;31;0;4;0.13;1;0
922;Raúl García;2.7;5;1.85;5;0;0;0.00;0;0
923;Rubén García;24.3;98;4.03;51;4;7;0.29;5;1
924;Unai García;6.0;2;0.34;1;0;0;0.00;0;0
925;Víctor García;1.0;4;4.09;4;0;0;0.00;0;0
926;James Garner;0.1;1;10.00;0;0;0;0.00;0;0
927;Manuel Garrido;1.3;3;2.35;2;1;0;0.00;0;0
928;Mario Gaspar;21.8;31;1.42;26;0;3;0.14;2;0
929;Daniele Gastaldello;4.3;1;0.23;0;0;0;0.00;0;0
930;Dwight Gayle;9.4;12;1.27;7;0;2;0.21;2;0
931;Paulo Gazzaniga;17.9;4;0.22;3;0;0;0.00;0;0
932;Jean-Philippe Gbamin;1.5;0;0.00;0;0;0;0.00;0;0
933;Yann Gboho;2.5;5;1.99;4;0;1;0.40;1;0
934;David de Gea;38.0;2;0.05;2;0;0;0.00;0;0
935;Theodor Gebre Selassie;27.0;33;1.22;27;0;4;0.15;3;0
936;Dennis Geiger;12.6;41;3.25;19;1;4;0.32;2;0
937;Jérémy Gélin;10.3;4;0.39;4;0;1;0.10;1;0
938;Christian Gentner;27.1;57;2.10;43;3;7;0.26;4;0
939;Yannick Gerhardt;9.2;15;1.63;12;0;0;0.00;0;0
940;Valère Germain;15.0;22;1.47;18;1;6;0.40;3;0
941;Gervinho;25.2;68;2.70;42;19;12;0.48;9;3
942;Anwar El Ghazi;22.8;57;2.50;38;6;6;0.26;4;2
943;Rachid Ghezzal;9.2;35;3.80;28;2;0;0.00;0;0
944;Andrea Ghezzi;0.4;0;0.00;0;0;0;0.00;0;0
945;Paolo Ghiglione;19.1;36;1.89;30;3;5;0.26;5;0
946;Andrea Ghion;0.5;5;9.37;4;0;0;0.00;0;0
947;Saman Ghoddos;2.6;9;3.51;5;0;2;0.78;2;0
948;Faouzi Ghoulam;4.2;14;3.35;8;0;1;0.24;0;0
949;Morgan Gibbs-White;1.4;4;2.79;3;0;1;0.70;0;0
950;Niko Gießelmann;22.9;36;1.58;23;0;2;0.09;2;0
951;Rafał Gikiewicz;33.0;4;0.12;2;0;0;0.00;0;0
952;José Antonio Martínez Gil;13.2;5;0.38;2;0;0;0.00;0;0
953;Billy Gilmour;2.2;6;2.78;5;0;1;0.46;1;0
954;Daniel Ginczek;8.5;20;2.34;13;1;3;0.35;1;0
955;Matthias Ginter;30.9;24;0.78;20;0;6;0.19;5;0
956;Andrei Girotto;24.2;12;0.50;9;0;1;0.04;0;0
957;Olivier Giroud;11.0;20;1.81;14;1;4;0.36;2;1
958;Klaus Gjasula;25.3;50;1.97;43;2;4;0.16;2;0
959;Kamil Glik;23.0;7;0.30;4;0;1;0.04;1;0
960;Serge Gnabry;24.4;98;4.02;72;15;17;0.70;12;4
961;Joris Gnagnon;14.2;5;0.35;3;0;1;0.07;1;0
962;Eddy Gnahoré;12.6;13;1.03;12;0;1;0.08;0;0
963;Ben Godfrey;29.4;11;0.37;8;0;1;0.03;1;0
964;Diego Godín;18.1;25;1.38;21;0;3;0.17;3;0
965;Akaki Gogia;1.3;5;3.72;4;1;0;0.00;0;0
966;Mauro Goicoechea;2.0;0;0.00;0;0;0;0.00;0;0
967;Edoardo Goldaniga;8.7;9;1.03;8;0;1;0.11;1;0
968;Benjamin Goller;3.2;5;1.56;5;0;1;0.31;1;0
969;Pierluigi Gollini;32.0;3;0.09;3;0;0;0.00;0;0
970;Aleksandr Golovin;22.9;83;3.62;41;9;8;0.35;5;1
971;André Gomes;16.2;29;1.79;25;2;2;0.12;1;0
972;Angel Gomes;0.2;2;8.57;2;0;0;0.00;0;0
973;Ibai Gómez;7.7;25;3.24;8;3;2;0.26;1;0
974;Joe Gomez;22.3;16;0.72;15;0;4;0.18;3;0
975;Maxi Gómez;23.8;33;1.39;24;0;3;0.13;3;0
976;Moi Gómez;25.8;61;2.37;47;3;11;0.43;7;1
977;Papu Gómez;31.6;203;6.43;126;14;32;1.01;20;4
978;Sergi Gómez;8.0;5;0.63;4;0;0;0.00;0;0
979;Alfred Gomis;18.0;4;0.22;4;0;0;0.00;0;0
980;Maxime Gonalons;16.7;14;0.84;12;0;0;0.00;0;0
981;Mathieu Goncalves;3.5;2;0.57;2;0;1;0.29;1;0
982;Jérôme Gondorf;1.3;7;5.25;4;1;0;0.00;0;0
983;Álvaro González;18.1;12;0.66;10;1;0;0.00;0;0
984;Bruno González;2.0;1;0.50;1;0;0;0.00;0;0
985;Bruno González;5.1;3;0.59;3;0;1;0.20;1;0
986;Édgar González;7.6;3;0.40;3;0;0;0.00;0;0
987;Gonzalo;0.1;0;0.00;0;0;0;0.00;0;0
988;Anthony Gordon;4.9;9;1.84;7;0;1;0.20;1;0
989;Leon Goretzka;16.8;56;3.33;46;4;15;0.89;11;0
990;Andoni Gorosabel;7.9;14;1.76;10;0;0;0.00;0;0
991;Robin Gosens;29.1;71;2.44;57;1;12;0.41;10;0
992;Dan Gosling;14.0;18;1.28;15;0;1;0.07;1;0
993;Mario Götze;5.8;18;3.11;14;1;0;0.00;0;0
994;Prince-Désir Gouano;3.0;0;0.00;0;0;0;0.00;0;0
995;Amine Gouiri;0.0;0;0.00;0;0;0;0.00;0;0
996;Jeffrey Gouweleeuw;18.3;10;0.55;8;1;2;0.11;2;0
997;Max Gradel;18.2;50;2.75;32;5;5;0.28;3;1
998;Samuel Grandsir;16.6;43;2.59;36;1;5;0.30;4;0
999;Esteban Granero;5.3;18;3.42;7;1;0;0.00;0;0
1000;Alberto Grassi;7.1;10;1.40;8;0;2;0.28;1;0
1001;Andre Gray;8.4;15;1.79;11;1;1;0.12;0;0
1002;Demarai Gray;6.9;29;4.20;25;1;6;0.87;5;0
1003;Jack Grealish;35.9;186;5.18;130;11;15;0.42;11;2
1004;Mason Greenwood;14.7;36;2.45;32;2;7;0.48;7;0
1005;Michael Gregoritsch;3.4;9;2.67;8;0;1;0.30;1;0
1006;Michael Gregoritsch;9.2;15;1.63;13;0;1;0.11;1;0
1007;Clément Grenier;9.3;26;2.79;19;2;2;0.21;0;1
1008;Antoine Griezmann;28.3;59;2.08;52;0;10;0.35;9;0
1009;Vincenzo Grifo;0.2;0;0.00;0;0;0;0.00;0;0
1010;Vincenzo Grifo;18.0;75;4.17;37;5;11;0.61;5;1
1011;Florian Grillitsch;26.8;59;2.21;47;5;4;0.15;4;0
1012;Jérémy Grimm;0.0;0;0.00;0;0;0;0.00;0;0
1013;Arnaut Groeneveld;7.0;8;1.14;5;0;0;0.00;0;0
1014;Christian Groß;9.7;10;1.03;6;1;0;0.00;0;0
1015;Pascal Groß;20.0;95;4.76;51;4;9;0.45;3;0
1016;Carlos Gruezo;9.8;11;1.12;10;0;3;0.30;3;0
1017;Marko Grujić;26.8;35;1.30;28;3;4;0.15;4;0
1018;Vicente Guaita;35.0;3;0.09;3;0;1;0.03;1;0
1019;Andrés Guardado;22.7;59;2.60;46;3;7;0.31;4;1
1020;Sergi Guardiola;29.5;50;1.69;35;6;6;0.20;3;2
1021;Nemanja Gudelj;13.5;12;0.89;11;0;1;0.07;1;0
1022;Gonçalo Guedes;14.1;45;3.20;28;10;6;0.43;4;2
1023;Mattéo Guendouzi;19.4;34;1.75;26;3;2;0.10;1;0
1024;Raphaël Guerreiro;25.9;66;2.54;48;3;8;0.31;6;0
1025;Adrián Guerrero;1.4;2;1.43;2;0;0;0.00;0;0
1026;Ander Guevara;10.4;16;1.53;15;0;0;0.00;0;0
1027;Babacar Guèye;1.2;3;2.45;2;1;0;0.00;0;0
1028;John Guidetti;1.1;2;1.87;1;0;0;0.00;0;0
1029;Josuha Guilavogui;22.9;29;1.27;24;3;2;0.09;2;0
1030;Frederic Guilbert;22.7;32;1.41;25;0;4;0.18;4;0
1031;Hugo Guillamón;5.5;1;0.18;1;0;0;0.00;0;0
1032;Bruno Guimarães;3.0;8;2.67;8;0;0;0.00;0;0
1033;Sehrou Guirassy;21.3;37;1.73;23;3;10;0.47;4;1
1034;Rafik Guitane;0.2;1;5.63;1;0;0;0.00;0;0
1035;Péter Gulácsi;32.0;4;0.12;4;0;2;0.06;2;0
1036;Manuel Gulde;15.2;17;1.12;13;1;1;0.07;0;0
1037;Sinan Gümüş;1.1;2;1.87;0;0;0;0.00;0;0
1038;İlkay Gündoğan;22.4;75;3.34;64;1;4;0.18;3;0
1039;Angus Gunn;10.0;0;0.00;0;0;0;0.00;0;0
1040;Christian Günter;33.7;120;3.57;62;4;15;0.45;6;1
1041;Koray Günter;30.4;7;0.23;5;0;0;0.00;0;0
1042;Régis Gurtner;28.0;1;0.04;1;0;0;0.00;0;0
1043;Luiz Gustavo;2.1;4;1.89;2;0;0;0.00;0;0
1044;Ismael Gutiérrez;0.9;0;0.00;0;0;0;0.00;0;0
1045;Jonathan de Guzmán;1.0;8;8.28;5;0;1;1.03;0;0
1046;Janik Haberer;19.1;45;2.35;34;1;4;0.21;3;0
1047;Alexander Hack;8.9;10;1.12;10;0;0;0.00;0;0
1048;Munir El Haddadi;13.9;40;2.88;26;3;4;0.29;3;0
1049;André Hahn;7.8;16;2.05;12;2;0;0.00;0;0
1050;Amadou Haidara;8.4;37;4.40;29;4;3;0.36;1;1
1051;Achraf Hakimi;30.2;81;2.69;66;6;18;0.60;15;3
1052;Erling Håland;11.8;25;2.12;15;5;7;0.59;4;1
1053;Sébastien Haller;25.2;52;2.07;42;1;7;0.28;3;0
1054;Marcel Halstenberg;28.0;62;2.21;51;3;11;0.39;9;1
1055;Romain Hamouma;9.6;35;3.64;20;3;9;0.94;3;1
1056;Samir Handanović;35.0;5;0.14;4;0;1;0.03;1;0
1057;Grant Hanley;14.0;2;0.14;2;0;0;0.00;0;0
1058;Lukáš Haraslín;4.3;10;2.34;6;2;1;0.23;0;0
1059;Amine Harit;23.4;86;3.68;66;3;10;0.43;7;2
1060;Martin Harnik;0.1;0;0.00;0;0;0;0.00;0;0
1061;Makoto Hasebe;21.9;23;1.05;22;0;2;0.09;2;0
1062;Hans Hateboer;26.2;91;3.48;80;3;9;0.34;8;0
1063;Kortney Hause;17.2;8;0.47;7;0;1;0.06;0;0
1064;Kai Havertz;27.3;118;4.33;97;9;14;0.51;13;1
1065;Isaac Hayden;24.7;30;1.21;21;0;4;0.16;1;0
1066;Eden Hazard;12.0;49;4.09;39;4;8;0.67;5;0
1067;Thorgan Hazard;26.4;104;3.93;63;8;20;0.76;17;2
1068;Tom Heaton;19.9;0;0.00;0;0;0;0.00;0;0
1069;Jonas Hector;27.0;54;2.00;43;2;5;0.18;3;0
1070;Dominique Heintz;27.0;18;0.67;17;1;2;0.07;2;0
1071;Dean Henderson;36.0;4;0.11;2;0;0;0.00;0;0
1072;Jordan Henderson;24.9;46;1.85;41;1;7;0.28;6;0
1073;Liam Henderson;2.2;2;0.92;2;0;0;0.00;0;0
1074;Jeff Hendrick;21.5;27;1.26;21;1;1;0.05;1;0
1075;Wayne Hennessey;3.0;1;0.33;0;0;0;0.00;0;0
1076;Rouwen Hennings;27.3;53;1.94;41;2;4;0.15;4;0
1077;Benjamin Henrichs;9.9;13;1.31;10;0;0;0.00;0;0
1078;Dalbert Henrique;27.6;64;2.32;55;1;8;0.29;6;0
1079;Christophe Hérelle;12.3;8;0.65;7;1;1;0.08;1;0
1080;Mario Hermoso;13.5;7;0.52;7;0;0;0.00;0;0
1081;Aridane Hernández;29.0;10;0.34;8;0;0;0.00;0;0
1082;Javier Hernández;1.2;2;1.68;1;0;0;0.00;0;0
1083;Javier Hernández;5.0;9;1.81;7;0;0;0.00;0;0
1084;Juan Hernández;1.0;4;4.14;2;2;0;0.00;0;0
1085;Lucas Hernández;10.2;8;0.78;6;0;2;0.20;1;0
1086;Onel Hernández;15.4;44;2.86;27;10;4;0.26;3;1
1087;Theo Hernández;31.3;93;2.97;68;5;9;0.29;7;0
1088;Hernani;26.9;64;2.38;37;3;12;0.45;7;0
1089;Ander Herrera;6.1;16;2.63;14;0;2;0.33;2;0
1090;Héctor Herrera;12.5;37;2.97;27;0;3;0.24;3;0
1091;Sergio Herrera;18.4;5;0.27;3;0;0;0.00;0;0
1092;Yangel Herrera;26.3;50;1.90;33;3;9;0.34;6;1
1093;Iago Herrerín;4.7;0;0.00;0;0;0;0.00;0;0
1094;Patrick Herrmann;16.1;46;2.85;32;1;10;0.62;8;0
1095;Pablo Hervías;11.3;29;2.57;12;3;2;0.18;0;0
1096;Son Heung-min;27.5;96;3.49;60;15;22;0.80;13;3
1097;Gonzalo Higuaín;20.7;93;4.49;69;13;5;0.24;4;1
1098;Vitorino Hilton;27.9;25;0.90;21;0;4;0.14;3;0
1099;Martin Hinteregger;30.2;29;0.96;22;1;2;0.07;0;0
1100;George Hirst;0.1;2;16.36;0;0;0;0.00;0;0
1101;Marwin Hitz;3.2;0;0.00;0;0;0;0.00;0;0
1102;André Hoffmann;27.0;8;0.30;7;0;1;0.04;1;0
1103;Nicolas Höfler;30.9;44;1.42;34;3;2;0.06;1;0
1104;Jonas Hofmann;18.1;66;3.64;39;2;10;0.55;8;1
1105;Jonas Hofmann;0.0;0;0.00;0;0;0;0.00;0;0
1106;Marco Höger;7.5;13;1.73;11;0;0;0.00;0;0
1107;Rob Holding;6.5;2;0.31;2;0;0;0.00;0;0
1108;José Holebas;11.4;19;1.67;8;1;0;0.00;0;0
1109;Lucas Höler;27.6;67;2.43;39;5;15;0.54;4;3
1110;Mason Holgate;22.8;18;0.79;9;1;5;0.22;3;0
1111;Nathan Holland;0.4;0;0.00;0;0;0;0.00;0;0
1112;Gerrit Holtmann;11.8;19;1.61;16;2;1;0.08;0;0
1113;Josué Homawoo;0.5;0;0.00;0;0;0;0.00;0;0
1114;Franck Honorat;9.4;28;2.97;21;2;4;0.42;4;0
1115;Luca Horn;0.1;0;0.00;0;0;0;0.00;0;0
1116;Timo Horn;34.0;3;0.09;2;0;1;0.03;1;0
1117;Krisztofer Horváth;0.5;2;4.09;2;0;0;0.00;0;0
1118;Conor Hourihane;17.0;57;3.34;25;0;7;0.41;2;0
1119;Lukáš Hrádecký;34.0;6;0.18;3;0;1;0.03;1;0
1120;Benjamin Hübner;23.0;19;0.83;18;0;6;0.26;6;0
1121;Florian Hübner;9.4;5;0.53;5;0;0;0.00;0;0
1122;Callum Hudson-Odoi;9.6;45;4.69;35;4;6;0.63;6;0
1123;Will Hughes;25.0;51;2.04;29;1;3;0.12;2;0
1124;Mats Hummels;28.7;22;0.77;19;0;5;0.17;5;0
1125;Uwe Hünemeier;13.4;14;1.04;12;0;0;0.00;0;0
1126;Adrien Hunou;13.4;32;2.38;23;2;4;0.30;3;0
1127;Jannik Huth;6.0;1;0.17;1;0;0;0.00;0;0
1128;Elseid Hysaj;16.5;36;2.19;33;1;3;0.18;3;0
1129;Suk Hyun-jun;2.9;4;1.37;4;0;1;0.34;1;0
1130;Pierre Højbjerg;30.6;64;2.09;53;2;5;0.16;3;0
1131;Simone Iacoponi;33.9;13;0.38;9;0;2;0.06;2;0
1132;Iago;7.5;5;0.67;5;0;0;0.00;0;0
1133;Robert Ibáñez;6.0;12;2.01;7;2;1;0.17;1;0
1134;Roger Ibanez;6.8;3;0.44;3;0;1;0.15;1;0
1135;Jordon Ibe;0.6;0;0.00;0;0;0;0.00;0;0
1136;Vedad Ibišević;14.0;29;2.08;25;1;4;0.29;4;0
1137;Vicente Iborra;29.4;25;0.85;21;0;3;0.10;2;0
1138;Didier Ibrahim Ndong;26.5;42;1.58;38;0;3;0.11;3;0
1139;Zlatan Ibrahimović;15.1;58;3.83;47;3;7;0.46;6;1
1140;Mauro Icardi;14.1;32;2.27;26;3;9;0.64;5;2
1141;Adam Idah;2.5;1;0.39;1;0;0;0.00;0;0
1142;Odion Ighalo;1.1;5;4.46;3;2;0;0.00;0;0
1143;Borja Iglesias;21.4;27;1.26;24;2;4;0.19;3;0
1144;Igor;14.9;18;1.21;15;1;1;0.07;1;0
1145;Igor;6.8;4;0.59;2;0;0;0.00;0;0
1146;Kelechi Iheanacho;10.7;39;3.66;24;8;5;0.47;3;1
1147;Luc Ihorst;0.1;0;0.00;0;0;0;0.00;0;0
1148;Jonathan Ikone;22.9;71;3.11;55;10;13;0.57;10;2
1149;Yun Il-lok;1.3;4;2.98;4;0;0;0.00;0;0
1150;Josip Iličić;18.5;133;7.20;93;8;22;1.19;11;3
