;Player;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass
2038;Xavi Quintillà;850;81.7;14119;4752
2039;Quique;88;71.0;1345;275
2040;Adrien Rabiot;1017;89.1;16100;2892
2041;Nemanja Radoja;838;88.3;15935;3588
2042;Nemanja Radonjić;254;73.2;4191;1285
2043;Ivan Radovanović;689;86.4;15851;4005
2044;Ionuț Radu;535;81.2;14014;7576
2045;Ștefan Radu;1197;87.3;23176;8477
2046;Boris Radunović;37;60.7;1263;867
2047;Rafael;357;81.9;5398;2317
2048;Rafael;107;69.9;3350;2177
2049;Raffael;37;77.1;525;165
2050;Rafinha;142;86.6;2279;362
2051;Rafinha;1138;86.4;19331;4441
2052;Daniele Ragatzu;139;80.8;2309;440
2053;Baba Rahman;42;70.0;775;304
2054;Antonio Raillo;959;83.0;21239;7384
2055;Predrag Rajković;736;73.7;21527;11088
2056;Ivan Rakitić;1322;89.0;22986;5160
2057;Benito Raman;232;67.8;3866;859
2058;Gastón Ramírez;458;71.3;8388;2553
2059;Sandro Ramírez;273;72.6;4748;880
2060;Iván Ramis;166;83.8;4222;1004
2061;Adrián Ramos;49;65.3;735;209
2062;Sergio Ramos;1963;91.6;44819;15381
2063;Aaron Ramsdale;648;57.7;21850;14848
2064;Aaron Ramsey;649;87.0;9596;1744
2065;Darren Randolph;22;55.0;1244;1093
2066;Luca Ranieri;137;86.2;2863;1155
2067;Andrea Ranocchia;298;88.4;7447;2155
2068;Tobias Raschl;15;93.8;318;21
2069;Marcus Rashford;758;76.7;12428;3377
2070;Milot Rashica;470;67.0;9182;2048
2071;Giacomo Raspadori;94;81.7;1496;199
2072;Raúl;4;57.1;53;5
2073;Ante Rebić;269;61.8;4371;1165
2074;Ante Rebić;9;50.0;114;18
2075;Arkadiusz Reca;714;73.5;12176;5292
2076;Recio;744;86.5;12597;2897
2077;Daishawn Redan;6;85.7;74;14
2078;Nathan Redmond;781;73.6;13249;3058
2079;Fabian Reese;9;47.4;144;51
2080;Vasco Regini;54;83.1;1168;393
2081;Vasco Regini;21;95.5;364;78
2082;Sergio Reguilón;1426;79.7;25325;9429
2083;Ken Reichel;183;72.3;3436;1578
2084;Manolo Reina;741;62.1;25283;18866
2085;Pepe Reina;272;68.9;10107;6875
2086;Pepe Reina;27;73.0;959;669
2087;Jeff Reine-Adélaïde;29;80.6;541;127
2088;Jeff Reine-Adélaïde;366;85.7;6051;1342
2089;Karim Rekik;621;89.0;13538;4493
2090;Álex Remiro;683;75.1;21052;12281
2091;Loïc Rémy;177;80.1;2910;518
2092;Panagiotis Retsos;85;85.9;1472;386
2093;Marco Reus;544;82.8;8203;1798
2094;Elvis Rexhbeçaj;168;72.1;3191;1036
2095;Gio Reyna;192;86.5;2826;628
2096;Baptiste Reynet;517;61.2;18591;12946
2097;Nico Ribaudo;55;75.3;933;236
2098;Franck Ribéry;623;84.2;10941;2713
2099;Davide Riccardi;2;66.7;56;50
2100;Declan Rice;1476;86.0;30023;7543
2101;Chris Richards;4;100.0;80;22
2102;Richarlison;543;66.0;8881;2209
2103;Marco Richter;361;60.6;6958;2303
2104;Diego Rico;1012;68.2;19401;10506
2105;Sergio Rico;38;77.6;739;479
2106;Jaïro Riedewald;301;75.3;5020;2282
2107;Emiliano Rigoni;124;64.2;2251;789
2108;Tomás Rincón;1071;82.2;21416;5768
2109;Luis Rioja;306;70.2;4430;1448
2110;Renaud Ripart;427;66.6;7012;2059
2111;Rodrigo Riquelme;1;33.3;21;20
2112;Andrea Rispoli;841;76.9;15523;7039
2113;Marcel Risse;35;50.0;817;426
2114;Mihailo Ristić;281;74.9;5404;1958
2115;Matt Ritchie;474;68.6;9032;3687
2116;Marlon Ritter;135;66.5;2742;1104
2117;Cristian Rivera;114;86.4;2073;588
2118;Maxence Rivera;4;50.0;122;37
2119;Rober;80;86.0;1796;756
2120;Roberto;113;48.7;4455;3561
2121;Roberto;122;51.3;6545;5534
2122;Sergi Roberto;1964;92.1;30592;7155
2123;Patrick Roberts;7;70.0;128;22
2124;Andrew Robertson;2370;80.9;43609;14607
2125;Callum Robinson;117;75.5;1787;294
2126;Jack Robinson;193;75.1;3937;1461
2127;Joel Robles;847;73.5;23766;13254
2128;Marc Roca;1389;80.2;29813;9464
2129;Rubén Rochina;700;72.4;14542;4760
2130;Sebastian Rode;1025;84.8;19626;4865
2131;Rodri;2363;93.1;48604;10716
2132;Rodrigo;479;75.8;8439;1685
2133;Kévin Rodrigues;522;66.2;9635;4127
2134;Kévin Rodrigues;4;57.1;75;18
2135;Óscar Rodríguez Arnaiz;548;68.2;9893;2754
2136;Ángel Rodríguez;197;62.5;3209;670
2137;Dani Rodríguez;945;81.4;17015;4376
2138;Guido Rodríguez;443;86.0;8802;2061
2139;James Rodríguez;239;78.4;4540;1136
2140;Jay Rodriguez;345;69.7;4564;881
2141;Mario Rodriguez;0;;0;0
2142;Ricardo Rodríguez;242;84.9;5281;1478
2143;Rodrygo;430;84.1;5826;1718
2144;Jack Rodwell;2;100.0;40;4
2145;Marko Rog;1007;85.5;17421;4198
2146;Agustín Rogel;295;87.3;5956;1981
2147;Rogério;596;84.4;10274;3378
2148;Marcos Rojo;37;67.3;747;323
2149;Filippo Romagna;971;94.6;18301;4855
2150;Alessio Romagnoli;1806;92.0;37992;12319
2151;Alaixys Romao;818;83.6;16888;3716
2152;Cristian Romero;1350;87.9;28659;9009
2153;Luka Romero;1;100.0;24;0
2154;Oriol Romeu;866;83.4;16423;4007
2155;Rômulo;438;79.9;6328;1502
2156;Rômulo;5;62.5;107;21
2157;Cristiano Ronaldo;1086;84.3;15558;3004
2158;Facundo Roncaglia;452;77.3;10262;4310
2159;Valentin Rongier;1097;86.8;19509;3823
2160;Valentin Rongier;154;86.0;2829;671
2161;Marten de Roon;1758;87.0;32673;9743
2162;Roberto Rosales;634;68.9;11645;5208
2163;Antonio Rosati;27;73.0;838;604
2164;Danny Rose;435;76.0;7666;3188
2165;Danny Rose;325;77.6;5608;2139
2166;Luca Rossettini;889;86.4;21403;6194
2167;Francesco Rossi;3;100.0;80;73
2168;Jérôme Roussillon;786;72.3;14112;5984
2169;Nolan Roux;97;70.8;1374;164
2170;Nicolò Rovella;58;85.3;1186;192
2171;Amir Rrahmani;1221;80.5;24671;8024
2172;Rubén;269;51.2;11889;9004
2173;Waldo Rubio;188;62.9;3410;1044
2174;Antonio Rüdiger;1272;87.8;30337;8324
2175;Sebastian Rudy;1220;79.6;22920;7251
2176;Stéphane Ruffier;407;66.0;12847;8633
2177;Dion Ruffo Luci;0;;0;0
2178;Daniele Rugani;395;90.6;7659;2677
2179;Mário Rui;1652;82.8;28137;9723
2180;Aitor Ruibal;306;73.9;4825;1624
2181;Fabián Ruiz Peña;2118;90.0;39614;9628
2182;Gerónimo Rulli;673;76.2;22654;14953
2183;Lukas Rupp;135;87.1;2127;462
2184;Lukas Rupp;196;75.4;2849;670
2185;Mathew Ryan;1173;80.2;34327;19316
2186;Julian Ryerson;123;68.7;2025;976
2187;Frederik Rønnow;241;70.1;8172;6022
2188;João Victor Santos Sá;322;72.9;4804;1395
2189;Roli Pereira de Sa;11;91.7;200;62
2190;Youssouf Sabaly;488;81.7;8028;2863
2191;Stefano Sabelli;1454;73.4;27735;14401
2192;Abdelhamid Sabiri;351;79.6;7223;1933
2193;Marcel Sabitzer;1163;75.9;20425;7057
2194;Ihsan Sacko;32;74.4;605;137
2195;Alexis Saelemaekers;279;82.1;4147;952
2196;Jorge Sáenz;136;81.0;3402;961
2197;Nuri Şahin;590;76.1;11935;3765
2198;Wesley Saïd;331;82.1;5315;1578
2199;Allan Saint-Maximin;356;72.7;6374;1453
2200;Théo Sainte-Luce;2;100.0;36;0
2201;Borja Sainz;94;72.3;1468;433
2202;Romain Saïss;1252;81.3;28003;10404
2203;Bukayo Saka;659;78.1;10760;3132
2204;Hiroki Sakai;942;84.7;15696;5928
2205;Mamadou Sakho;451;87.4;9276;3462
2206;Jacopo Sala;373;79.2;6291;2082
2207;Mohamed Salah;746;74.3;11227;2982
2208;Bartosz Salamon;132;89.8;3164;1326
2209;Eddy Salcedo;138;62.4;1983;509
2210;William Saliba;479;88.1;10028;3139
2211;Yannis Salibur;36;85.7;465;155
2212;Romain Salin;96;73.8;3247;2099
2213;Mohammed Salisu;890;84.3;19255;6699
2214;Roland Sallai;237;69.1;3696;837
2215;Lazar Samardzic;6;85.7;135;25
2216;Diadie Samassékou;480;81.6;8354;1726
2217;Mbwana Samatta;127;70.9;1883;283
2218;Mama Samba Baldé;253;68.8;3662;921
2219;Junior Sambia;191;76.4;3507;1566
2220;Frédéric Sammaritano;202;75.1;3760;1066
2221;Fede San Emeterio;558;81.7;10576;2518
2222;Mikel San José;93;74.4;1683;490
2223;Antonio Sanabria;290;76.5;4756;664
2224;Oihan Sancet;168;80.8;2926;477
2225;Renato Sanches;7;87.5;109;9
2226;Renato Sanches;816;81.0;15152;4232
2227;Alexis Sánchez;297;72.4;6015;1868
2228;Carlos Sánchez;45;81.8;825;218
2229;Davinson Sánchez;1298;86.8;28029;8014
2230;Germán Sánchez;738;81.9;18350;5061
2231;Javi Sánchez;157;79.7;3629;871
2232;Manuel Sánchez;135;78.0;2207;645
2233;Víctor Sánchez;739;77.0;13923;4134
2234;Jadon Sancho;1348;83.5;20379;5046
2235;Alex Sandro;1699;86.1;30906;10544
2236;Leroy Sané;6;85.7;91;13
2237;Salif Sané;592;86.9;13160;3723
2238;Luca Sangalli;138;73.8;2296;729
2239;Ibrahim Sangaré;1039;79.1;20665;6782
2240;Oier Sanjurjo;734;72.7;13914;4352
2241;Yaya Sanogo;124;70.1;1567;219
2242;Morgan Sanson;726;80.0;12400;2469
2243;Nicola Sansone;715;72.5;12022;4075
2244;Baptiste Santamaria;1117;83.4;23153;6112
2245;Federico Santander;181;67.8;2776;543
2246;Davide Santon;367;90.4;7234;1670
2247;Samir Santos;657;87.0;12629;4664
2248;Riccardo Saponara;62;73.8;1176;347
2249;Riccardo Saponara;392;75.7;6948;2078
2250;Ivan Šaponjić;0;0.0;0;0
2251;Pablo Sarabia;524;77.4;8099;2092
2252;Marcelo Saracchi;91;71.7;1636;524
2253;Josh Sargent;262;71.8;3546;708
2254;Bouna Sarr;1100;81.1;17098;5077
2255;Ismaila Sarr;438;72.8;6743;1813
2256;Malang Sarr;1055;90.3;22606;7585
2257;Sidy Sarr;370;72.7;7787;1902
2258;Joan Sastre Vanrell;458;68.5;9443;4380
2259;Téji Savanier;686;74.8;15466;4705
2260;Stefan Savić;864;83.4;18915;6717
2261;Fabian Schär;576;75.1;14597;6228
2262;Louis Schaub;220;78.3;3353;944
2263;Ezequiel Schelotto;121;71.6;2075;711
2264;Patrik Schick;220;68.3;2658;534
2265;Julian Schieber;11;78.6;126;24
2266;Kingsley Schindler;155;62.5;2791;1021
2267;Xaver Schlager;530;78.2;9618;2823
2268;Keven Schlotterbeck;645;81.1;15954;5062
2269;Nico Schlotterbeck;152;78.4;3406;1099
2270;Jeffrey Schlupp;256;74.9;4267;1286
2271;Kasper Schmeichel;904;76.7;27929;15725
2272;Marcel Schmelzer;41;78.8;607;238
2273;Jonathan Schmid;1178;75.8;22366;9931
2274;Manuel Schmiedebach;41;77.4;744;250
2275;Benno Schmitz;543;71.7;11076;5816
2276;Morgan Schneiderlin;494;87.1;10391;2946
2277;Lasse Schöne;1379;84.4;25038;6824
2278;Sebastian Schonlau;1283;89.8;29350;9326
2279;Alessandro Schöpf;566;83.5;8930;1826
2280;Jerdy Schouten;457;84.3;8805;2148
2281;Markus Schubert;193;60.9;6174;3785
2282;Nico Schulz;389;85.7;6141;1994
2283;Alexander Schwolow;668;68.2;21648;13304
2284;Matteo Scozzarella;387;79.1;8803;2470
2285;Aleksandar Sedlar;325;81.5;6705;2839
2286;Davie Selke;141;60.0;1769;321
2287;Davie Selke;91;67.4;1088;203
2288;Matz Sels;575;67.7;21204;14612
2289;Ken Sema;775;72.4;12775;5414
2290;Nélson Semedo;1487;89.4;23095;5895
2291;Alessandro Semprini;273;76.7;4945;2428
2292;Josep Señé;77;92.8;1444;310
2293;Stefano Sensi;422;81.9;7649;1867
2294;Luigi Sepe;841;73.9;26634;17424
2295;Suat Serdar;386;77.5;7356;1735
2296;Ryan Sessegnon;145;74.4;2401;925
2297;Salva Sevilla;1446;82.9;25782;8607
2298;Yevhen Shakhov;334;83.3;5496;976
2299;Xherdan Shaqiri;90;82.6;1637;529
2300;Billy Sharp;162;73.0;2388;484
2301;Luke Shaw;1121;86.5;16837;6228
2302;Khiry Shelton;4;100.0;45;14
2303;Jonjo Shelvey;790;72.4;19373;6380
2304;Gen Shoji;38;90.5;972;347
2305;Djibril Sidibé;909;78.0;18044;6702
2306;Kalidou Sidibé;40;83.3;677;221
2307;Sidnei;778;91.0;15845;4146
2308;Theoson Siebatcheu;78;75.7;1042;154
2309;Kaj Sierhuis;4;100.0;81;40
2310;Gylfi Sigurðsson;867;78.2;16893;5015
2311;Luca Siligardi;104;68.9;1915;624
2312;Adrien Silva;719;86.1;13447;3887
2313;André Silva;6;54.5;70;14
2314;André Silva;340;70.4;5018;979
2315;Bernardo Silva;1262;87.0;21080;4111
2316;David Silva;1319;87.2;20971;4208
2317;Gabriel Silva;66;66.7;1181;416
2318;Jonathan Silva;942;69.0;17844;9563
2319;Matheus Pereira da Silva;176;73.6;3024;995
2320;Rui Silva;716;56.0;29300;21313
2321;Thiago Silva;1440;95.9;30319;9937
2322;Marco Silvestri;450;45.4;17400;13123
2323;Mohamed Simakan;689;80.1;14975;5268
2324;Giovanni Simeone;350;70.6;5265;783
2325;Moses Simon;490;73.9;6954;2163
2326;Unai Simón;650;58.7;27262;20020
2327;Jack Simpson;70;70.0;1208;446
2328;Sarpreet Singh;22;75.9;411;78
2329;Wilfried Singo;53;75.7;937;282
2330;Daley Sinkgraven;626;84.8;12060;3680
2331;Dimitris Siovas;594;71.2;13580;5328
2332;Salvatore Sirigu;820;70.6;28431;18001
2333;Ibrahima Sissoko;554;83.1;10492;2651
2334;Moussa Sissoko;1106;86.5;19236;3940
2335;Sambou Sissoko;3;50.0;50;1
2336;Pione Sisto;348;78.2;5737;1104
2337;Antonio Sivera;43;51.8;1980;1621
2338;Ellyes Skhiri;1190;84.9;22518;5436
2339;Oliver Skipp;33;86.8;626;152
2340;Łukasz Skorupski;868;75.7;24707;13673
2341;Andreas Skov Olsen;274;72.5;4807;1166
2342;Robert Skov;1005;75.0;18535;6344
2343;Simon Skrabb;72;73.5;1073;302
2344;Milan Škriniar;1843;92.3;36436;12404
2345;Steven Skrzybski;84;65.1;1243;349
2346;Petar Škuletić;17;65.4;210;28
2347;Islam Slimani;385;70.9;6239;1885
2348;William Smallbone;175;83.3;3121;666
2349;Chris Smalling;1306;90.7;27281;7406
2350;Dennis Smarsch;50;71.4;1556;1086
2351;Adam Smith;845;79.6;13711;5077
2352;Emile Smith-Rowe;30;83.3;391;65
2353;Fyodor Smolov;135;68.9;1646;282
2354;Robert Snodgrass;435;68.5;7989;2672
2355;Cédric Soares;94;70.7;1744;520
2356;Cédric Soares;522;72.1;9107;4209
2357;Rafa Soares;154;70.3;2959;1489
2358;Lasse Sobiech;26;66.7;583;134
2359;Marcel Sobottka;187;81.3;3649;714
2360;Rubén Sobrino;39;76.5;650;197
2361;Dominic Solanke;317;73.9;4429;911
2362;Roberto Soldado;390;68.7;5951;1039
2363;Carlos Soler;582;78.1;9999;2824
2364;Oumar Solet;4;80.0;106;34
2365;Yann Sommer;1270;82.2;35784;17975
2366;Kévin Soni;1;50.0;12;5
2367;David Soria;503;44.5;26351;21646
2368;Bruno Soriano;252;94.4;4573;1116
2369;Juan Soriano;168;56.6;5903;4092
2370;Roberto Soriano;1031;84.0;16658;5019
2371;Riccardo Sottil;160;77.7;2518;376
2372;Tomáš Souček;274;69.9;4852;1163
2373;Adama Soumaoro;295;93.1;6676;1181
2374;Adama Soumaoro;328;96.5;6842;1802
2375;Boubakary Soumaré;673;90.2;13230;2988
2376;Bryan Soumaré;99;67.3;1757;451
2377;Arnaud Souquet;809;76.0;13691;5981
2378;Djibril Sow;717;81.8;14465;3404
2379;Çağlar Söyüncü;2034;90.9;41660;12075
2380;Nikolas Špalek;304;68.2;4164;1079
2381;Leonardo Spinazzola;813;79.9;15484;4640
2382;Marco Sportiello;130;85.5;3172;1383
2383;Mattia Sprocati;145;70.0;2162;660
2384;Bassem Srarfi;42;84.0;714;92
2385;Dennis Srbeny;17;73.9;195;36
2386;Dennis Srbeny;173;62.9;2881;671
2387;Jerry St. Juste;854;88.8;19183;6242
2388;Jack Stacey;560;71.8;9315;4004
2389;Kostas Stafylidis;149;78.8;2772;1070
2390;Benjamin Stambouli;368;80.0;8561;3004
2391;Junior Stanislas;222;71.6;3619;1365
2392;Niklas Stark;710;83.7;15779;5701
2393;Jed Steer;1;50.0;26;9
2394;Renato Steffen;550;75.7;10033;3187
2395;Zack Steffen;441;71.1;15759;10278
2396;Dale Stephens;1421;86.6;29953;7023
2397;Jack Stephens;906;75.6;20755;7435
