Name;Position;Age;Min;Goals;Goals.1;Asists;Asists.1;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;PlayerName;Value;Value2;Comp
Antonio Candreva;DF;32.0;1993;5;0.23;7;0.32;0.54;22.1;78.0;3.52;57.0;3.0;13.0;0.59;8.0;0.0;1053.0;76.8;21222.0;7319.0;119;1.0;25.0;14;1.94;0.12;13;11.0;46.0;27.8;32;2.22;66.0;10.0;1.0;Defender;Antonio Candreva;5.0;M;it Serie A
Antonio Mirante;GK;36.0;450;0;0.0;0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;81.4;3899.0;2474.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;5;1.4;0.0;1.0;0.0;Goalkeeper;Antonio Mirante;500.0;K;it Serie A
Antonio Puertas;FW;27.0;2563;7;0.25;3;0.11;0.35;28.5;60.0;2.11;38.0;10.0;9.0;0.32;6.0;1.0;538.0;70.1;8380.0;1885.0;42;0.0;35.8;18;1.62;0.15;24;14.0;31.0;26.5;36;1.39;97.0;54.0;2.0;Forward;Antonio Puertas;5.0;M;es La Liga
Antonio Rosati;GK;36.0;90;0;0.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;73.0;838.0;604.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;Goalkeeper;Antonio Rosati;30.0;K;it Serie A
Antonio Rüdiger;DF;26.0;1710;2;0.11;0;0.0;0.11;19.0;9.0;0.47;8.0;0.0;0.0;0.0;0.0;0.0;1272.0;87.8;30337.0;8324.0;4;0.0;70.1;3;0.58;0.18;24;13.0;27.0;38.6;20;1.65;14.0;0.0;0.0;Defender;Antonio Rüdiger;30.0;M;eng Premier League
Antonio Sanabria;FW;23.0;1387;6;0.39;2;0.13;0.52;15.4;38.0;2.47;25.0;5.0;6.0;0.39;3.0;1.0;290.0;76.5;4756.0;664.0;11;1.0;38.9;20;2.66;0.15;10;3.0;14.0;26.0;24;1.08;68.0;25.0;1.0;Forward;Antonio Sanabria;7.0;M;it Serie A
Antonio Sivera;GK;22.0;270;0;0.0;0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;51.8;1980.0;1621.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;3;1.33;0.0;0.0;0.0;Goalkeeper;Antonio Sivera;1.0;M;es La Liga
Anwar El Ghazi;FW;24.0;2051;4;0.18;4;0.18;0.35;22.8;57.0;2.5;38.0;6.0;6.0;0.26;4.0;2.0;402.0;65.4;6817.0;1953.0;68;0.0;37.3;19;2.19;0.06;10;5.0;18.0;21.1;34;0.85;73.0;35.0;3.0;Forward;Anwar El Ghazi;9.0;M;eng Premier League
Arber Zeneli;MF;24.0;6;0;0.0;0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0;9.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;0.0;2.0;0.0;Midfielder;Arber Zeneli;3.0;M;fr Ligue 1
Aritz Elustondo;DF;25.0;1510;0;0.0;1;0.06;0.06;16.8;10.0;0.6;8.0;0.0;3.0;0.18;2.0;0.0;802.0;85.8;17054.0;4653.0;6;0.0;70.6;1;0.48;0.0;13;13.0;28.0;27.9;22;1.41;15.0;2.0;0.0;Defender;Aritz Elustondo;20.0;M;es La Liga
Arkadiusz Milik;FW;25.0;1747;11;0.57;0;0.0;0.57;19.4;47.0;2.42;36.0;3.0;6.0;0.31;4.0;1.0;388.0;82.9;5754.0;687.0;6;0.0;50.7;27;3.45;0.16;9;4.0;13.0;25.5;26;1.65;105.0;15.0;2.0;Forward;Arkadiusz Milik;20.0;M;it Serie A
Arkadiusz Reca;DF;24.0;1928;0;0.0;2;0.09;0.09;21.4;43.0;2.01;29.0;5.0;4.0;0.19;3.0;1.0;714.0;73.5;12176.0;5292.0;68;0.0;48.5;5;0.89;0.0;26;15.0;23.0;29.5;25;0.6;50.0;30.0;0.0;Defender;Arkadiusz Reca;4.0;M;it Serie A
Armando Izzo;DF;27.0;2686;1;0.03;0;0.0;0.03;29.8;33.0;1.11;27.0;1.0;1.0;0.03;1.0;0.0;1102.0;80.1;23159.0;7799.0;14;0.0;68.5;4;0.4;0.08;33;16.0;67.0;31.1;31;1.16;38.0;11.0;0.0;Defender;Armando Izzo;10.0;M;it Serie A
Arnaud Nordin;FW;21.0;908;1;0.1;0;0.0;0.1;10.1;26.0;2.58;15.0;2.0;5.0;0.5;3.0;0.0;214.0;77.5;3648.0;701.0;22;2.0;25.0;5;1.29;0.08;3;2.0;16.0;27.5;18;1.28;29.0;26.0;0.0;Forward;Arnaud Nordin;2.0;M;fr Ligue 1
Arnaud Souquet;DF;27.0;2016;2;0.09;0;0.0;0.09;22.4;38.0;1.7;29.0;1.0;2.0;0.09;2.0;0.0;809.0;76.0;13691.0;5981.0;46;0.0;45.0;4;0.67;0.13;28;28.0;43.0;25.6;24;1.42;28.0;23.0;1.0;Defender;Arnaud Souquet;4.0;M;fr Ligue 1
Arne Maier;MF;20.0;535;0;0.0;0;0.0;0.0;5.9;19.0;3.2;13.0;1.0;0.0;0.0;0.0;0.0;271.0;83.6;6060.0;1497.0;7;0.0;22.2;3;1.01;0.0;2;3.0;9.0;27.6;14;1.21;4.0;7.0;0.0;Midfielder;Arne Maier;4.0;M;de Bundesliga
Arthur Masuaku;DF;25.0;937;0;0.0;1;0.1;0.1;10.4;10.0;0.96;10.0;0.0;1.0;0.1;1.0;0.0;472.0;80.3;7541.0;3002.0;21;0.0;52.4;2;0.48;0.0;27;11.0;29.0;29.1;17;1.18;14.0;31.0;1.0;Defender;Arthur Masuaku;10.0;M;eng Premier League
Arturo Calabresi;DF;23.0;1878;1;0.05;1;0.05;0.1;20.9;20.0;0.96;14.0;2.0;2.0;0.1;1.0;0.0;714.0;74.1;12771.0;6137.0;24;0.0;47.1;1;0.29;0.17;42;34.0;50.0;36.0;21;0.76;14.0;24.0;3.0;Defender;Arturo Calabresi;3.0;M;fr Ligue 1
Ashley Barnes;FW;29.0;1352;6;0.4;0;0.0;0.4;15.0;21.0;1.4;12.0;1.0;2.0;0.13;0.0;0.0;155.0;61.3;2116.0;552.0;1;1.0;32.8;11;2.6;0.13;4;2.0;17.0;22.9;19;1.26;54.0;11.0;0.0;Forward;Ashley Barnes;20.0;M;eng Premier League
Ashley Westwood;MF;29.0;3150;2;0.06;6;0.17;0.23;35.0;94.0;2.69;60.0;0.0;9.0;0.26;3.0;0.0;1381.0;74.5;28454.0;8338.0;47;0.0;37.8;3;0.37;0.15;30;17.0;45.0;25.0;35;1.54;19.0;10.0;1.0;Midfielder;Ashley Westwood;20.0;M;eng Premier League
Ashley Young;DF;34.0;2140;4;0.15;4;0.15;0.305;23.799999999999997;68.0;2.8200000000000003;43.0;3.0;6.0;0.23;5.0;0.0;1071.0;78.35;20281.0;7819.0;55;0.0;56.25;9;0.71;0.135;13;9.0;57.0;29.1;30;1.72;53.0;20.0;4.0;Defender;Ashley Young;900.0;K;it Serie A
Asier Illarramendi;MF;29.0;216;0;0.0;0;0.0;0.0;2.4;2.0;0.83;2.0;0.0;0.0;0.0;0.0;0.0;168.0;91.8;3164.0;1061.0;0;0.0;60.0;0;0.42;0.0;2;1.0;2.0;30.8;3;1.33;1.0;0.0;0.0;Midfielder;Asier Illarramendi;20.0;M;es La Liga
Asier Villalibre;FW;21.0;531;3;0.51;0;0.0;0.51;5.9;3.0;0.51;3.0;0.0;0.0;0.0;0.0;0.0;70.0;63.6;1025.0;134.0;5;0.0;51.7;5;2.88;0.18;2;1.0;4.0;29.1;19;1.11;29.0;5.0;0.0;Forward;Asier Villalibre;5.0;M;es La Liga
Axel Disasi;DF;21.0;2430;1;0.04;0;0.0;0.04;27.0;17.0;0.63;16.0;0.0;1.0;0.04;0.0;0.0;1237.0;85.8;29035.0;8765.0;1;0.0;61.9;2;0.56;0.07;23;13.0;44.0;32.6;27;1.41;20.0;10.0;0.0;Defender;Axel Disasi;5.0;M;fr Ligue 1
Axel Tuanzebe;DF;21.0;189;0;0.0;0;0.0;0.0;2.1;2.0;0.95;1.0;0.0;0.0;0.0;0.0;0.0;127.0;90.1;2333.0;660.0;1;0.0;23.1;0;0.0;0.0;3;0.0;7.0;26.7;5;1.6;0.0;0.0;0.0;Defender;Axel Tuanzebe;30.0;M;eng Premier League
Aymen Barkok;FW;21.0;79;0;0.0;0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;58.6;345.0;113.0;0;0.0;50.0;0;0.0;0.0;0;0.0;7.0;20.0;3;0.0;0.0;0.0;0.0;Forward;Aymen Barkok;2.0;M;de Bundesliga
Aymeric Laporte;DF;25.0;1097;1;0.08;0;0.0;0.08;12.2;8.0;0.66;7.0;0.0;0.0;0.0;0.0;0.0;1041.0;93.4;22480.0;6784.0;0;0.0;66.7;1;0.33;0.25;8;7.0;6.0;41.9;15;2.47;4.0;2.0;0.0;Defender;Aymeric Laporte;70.0;M;eng Premier League
Ayoze Pérez;MF;26.0;2004;8;0.36;4;0.18;0.54;22.3;72.0;3.23;53.0;7.0;13.0;0.58;8.0;1.0;616.0;79.7;8642.0;2150.0;23;0.0;34.3;20;2.07;0.15;34;14.0;32.0;30.3;33;1.55;115.0;44.0;1.0;Midfielder;Ayoze Pérez;30.0;M;eng Premier League
Aïssa Mandi;DF;27.0;2576;0;0.0;0;0.0;0.0;28.6;17.0;0.59;17.0;0.0;1.0;0.03;1.0;0.0;1626.0;91.5;35309.0;11742.0;3;0.0;56.4;3;0.35;0.0;16;16.0;46.0;30.9;29;1.21;19.0;6.0;0.0;Defender;Aïssa Mandi;10.0;M;es La Liga
Baba Rahman;DF;25.0;108;0;0.0;0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;70.0;775.0;304.0;4;0.0;25.0;0;0.83;0.0;2;0.0;4.0;40.0;2;0.5;1.0;0.0;0.0;Defender;Baba Rahman;10.0;M;es La Liga
Baptiste Reynet;GK;28.0;2035;0;0.0;0;0.0;0.0;22.6;5.0;0.22;3.0;0.0;0.0;0.0;0.0;0.0;517.0;61.2;18591.0;12946.0;0;0.0;100.0;0;0.0;0.0;0;0.0;0.0;20.0;23;0.52;1.0;0.0;0.0;Goalkeeper;Baptiste Reynet;2.0;M;fr Ligue 1
Baptiste Santamaria;MF;24.0;2505;1;0.04;1;0.04;0.07;27.8;46.0;1.65;30.0;4.0;3.0;0.11;2.0;0.0;1117.0;83.4;23153.0;6112.0;4;1.0;59.8;11;1.37;0.03;58;31.0;39.0;33.2;28;1.39;28.0;39.0;1.0;Midfielder;Baptiste Santamaria;5.0;M;fr Ligue 1
Bas Dost;FW;30.0;1475;8;0.49;2;0.12;0.61;16.4;41.0;2.5;33.0;2.0;6.0;0.37;4.0;1.0;273.0;59.2;4417.0;978.0;1;0.0;70.6;17;1.95;0.25;4;1.0;10.0;29.4;24;1.5;76.0;4.0;1.0;Forward;Bas Dost;8.0;M;de Bundesliga
Bastian Oczipka;DF;30.0;3015;0;0.0;5;0.15;0.15;33.5;69.0;2.06;41.0;3.0;13.0;0.39;9.0;1.0;1369.0;76.6;25886.0;9673.0;66;0.0;36.8;3;0.27;0.0;37;30.0;55.0;37.5;34;1.15;33.0;42.0;8.0;Defender;Bastian Oczipka;3.0;M;de Bundesliga
Ben Chilwell;DF;22.0;2373;3;0.11;3;0.11;0.23;26.4;63.0;2.39;53.0;1.0;7.0;0.27;7.0;0.0;1527.0;78.1;26138.0;8345.0;78;0.0;73.8;6;0.57;0.2;26;19.0;58.0;27.9;27;1.67;56.0;23.0;0.0;Defender;Ben Chilwell;30.0;M;eng Premier League
Ben Davies;DF;26.0;1431;0;0.0;0;0.0;0.0;15.9;17.0;1.07;15.0;0.0;0.0;0.0;0.0;0.0;730.0;76.4;13130.0;5294.0;29;0.0;65.6;1;0.44;0.0;13;5.0;43.0;29.4;18;1.61;23.0;8.0;0.0;Defender;Ben Davies;30.0;M;eng Premier League
Ben Godfrey;DF;21.0;2644;0;0.0;0;0.0;0.0;29.4;11.0;0.37;8.0;0.0;1.0;0.03;1.0;0.0;1413.0;88.0;30192.0;8598.0;2;0.0;66.1;5;0.51;0.0;22;12.0;47.0;32.9;30;0.6;11.0;7.0;0.0;Defender;Ben Godfrey;20.0;M;eng Premier League
Ben Johnson;DF;19.0;270;0;0.0;0;0.0;0.0;3.0;5.0;1.67;4.0;0.0;2.0;0.67;2.0;0.0;111.0;68.9;1947.0;960.0;6;0.0;69.2;0;0.33;0.0;4;4.0;8.0;16.7;3;1.67;0.0;1.0;0.0;Defender;Ben Johnson;4.0;M;eng Premier League
Ben Mee;DF;29.0;2880;1;0.03;1;0.03;0.06;32.0;21.0;0.66;13.0;1.0;2.0;0.06;1.0;0.0;875.0;74.7;20670.0;7936.0;3;0.0;64.7;5;0.56;0.06;16;19.0;64.0;31.8;32;1.41;38.0;6.0;1.0;Defender;Ben Mee;20.0;M;eng Premier League
Ben Osborn;MF;24.0;594;0;0.0;0;0.0;0.0;6.6;13.0;1.97;11.0;0.0;4.0;0.61;3.0;0.0;179.0;69.1;2907.0;738.0;11;0.0;56.3;1;0.45;0.0;10;4.0;17.0;24.5;13;2.08;16.0;3.0;0.0;Midfielder;Ben Osborn;10.0;M;eng Premier League
Benito Raman;FW;24.0;1601;4;0.22;3;0.17;0.39;17.8;32.0;1.8;21.0;4.0;5.0;0.28;4.0;0.0;232.0;67.8;3866.0;859.0;12;0.0;12.0;16;1.86;0.12;7;4.0;12.0;24.6;25;1.08;74.0;19.0;2.0;Forward;Benito Raman;6.0;M;de Bundesliga
Benjamin André;MF;28.0;2054;2;0.09;1;0.04;0.13;22.8;43.0;1.88;34.0;3.0;5.0;0.22;4.0;0.0;981.0;79.2;17299.0;4174.0;10;0.0;58.8;3;0.7;0.13;63;37.0;45.0;32.0;26;1.88;23.0;23.0;0.0;Midfielder;Benjamin André;10.0;M;fr Ligue 1
Benjamin Bourigeaud;MF;25.0;1903;2;0.09;2;0.09;0.19;21.1;53.0;2.51;31.0;2.0;6.0;0.28;3.0;0.0;924.0;75.6;20446.0;5610.0;47;1.0;43.6;10;1.89;0.05;27;17.0;46.0;25.8;25;1.84;18.0;15.0;0.0;Midfielder;Benjamin Bourigeaud;7.0;M;fr Ligue 1
Benjamin Henrichs;DF;22.0;890;0;0.0;0;0.0;0.0;9.9;13.0;1.31;10.0;0.0;0.0;0.0;0.0;0.0;425.0;80.6;7980.0;2793.0;15;0.0;52.9;1;1.01;0.0;13;12.0;31.0;29.4;13;1.31;13.0;8.0;2.0;Defender;Benjamin Henrichs;5.0;M;fr Ligue 1
Benjamin Hübner;DF;30.0;2070;1;0.04;4;0.17;0.22;23.0;19.0;0.83;18.0;0.0;6.0;0.26;6.0;0.0;1364.0;86.9;27908.0;12620.0;3;0.0;68.8;4;1.04;0.04;21;17.0;38.0;33.2;25;1.76;31.0;5.0;1.0;Defender;Benjamin Hübner;5.0;M;de Bundesliga
Benjamin Lecomte;GK;28.0;2520;0;0.0;0;0.0;0.0;28.0;2.0;0.07;1.0;0.0;1.0;0.04;1.0;0.0;627.0;73.9;19802.0;13268.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;20.0;28;1.43;0.0;0.0;0.0;Goalkeeper;Benjamin Lecomte;8.0;M;fr Ligue 1
Benjamin Mendy;DF;25.0;1492;0;0.0;2;0.12;0.12;16.6;36.0;2.17;33.0;1.0;6.0;0.36;5.0;0.0;1108.0;86.2;19848.0;5802.0;69;0.0;51.5;1;0.6;0.0;17;10.0;21.0;28.9;19;2.32;11.0;23.0;5.0;Defender;Benjamin Mendy;40.0;M;eng Premier League
Benjamin Stambouli;DF;28.0;810;0;0.0;0;0.0;0.0;9.0;2.0;0.22;2.0;0.0;0.0;0.0;0.0;0.0;368.0;80.0;8561.0;3004.0;1;0.0;52.4;0;0.0;0.0;21;9.0;20.0;37.4;9;1.67;0.0;4.0;0.0;Defender;Benjamin Stambouli;4.0;M;de Bundesliga
Benno Schmitz;DF;24.0;1158;0;0.0;0;0.0;0.0;12.9;25.0;1.94;23.0;0.0;1.0;0.08;1.0;0.0;543.0;71.7;11076.0;5816.0;22;0.0;46.8;0;0.16;0.0;14;15.0;23.0;33.7;18;1.22;8.0;2.0;1.0;Defender;Benno Schmitz;5.0;M;de Bundesliga
Benoît Costil;GK;32.0;2520;0;0.0;0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;633.0;71.4;20265.0;13057.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;42.9;28;1.32;0.0;2.0;0.0;Goalkeeper;Benoît Costil;6.0;M;fr Ligue 1
Berat Djimsiti;DF;26.0;2783;2;0.06;1;0.03;0.1;30.9;26.0;0.84;22.0;0.0;1.0;0.03;0.0;0.0;1612.0;87.9;29384.0;9046.0;2;0.0;73.4;3;0.71;0.09;25;28.0;38.0;35.6;34;2.0;42.0;13.0;2.0;Defender;Berat Djimsiti;10.0;M;it Serie A
Bernard;MF;26.0;1280;3;0.21;2;0.14;0.35;14.2;50.0;3.52;39.0;5.0;5.0;0.35;3.0;2.0;426.0;74.3;6998.0;1979.0;30;0.0;6.3;4;0.84;0.25;14;6.0;30.0;25.5;27;1.3;50.0;37.0;1.0;Midfielder;Bernard;30.0;M;eng Premier League
Bernardo;DF;24.0;679;0;0.0;0;0.0;0.0;7.5;10.0;1.33;9.0;0.0;0.0;0.0;0.0;0.0;286.0;74.7;4721.0;2079.0;14;0.0;75.7;2;0.93;0.0;16;12.0;16.0;34.1;14;1.0;14.0;9.0;0.0;Defender;Bernardo;8.0;M;eng Premier League
Bernardo Silva;FW;24.0;2030;6;0.27;7;0.31;0.58;22.6;95.0;4.21;81.0;6.0;12.0;0.53;9.0;2.0;1262.0;87.0;21080.0;4111.0;63;0.0;28.2;15;2.17;0.12;26;15.0;36.0;30.4;34;2.03;160.0;43.0;0.0;Forward;Bernardo Silva;80.0;M;eng Premier League
Bernd Leno;GK;27.0;2649;0;0.0;0;0.0;0.0;29.4;1.0;0.03;1.0;0.0;0.0;0.0;0.0;0.0;742.0;74.9;18295.0;9801.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;30;1.33;0.0;1.0;0.0;Goalkeeper;Bernd Leno;30.0;M;eng Premier League
Bertrand Traoré;FW;23.0;1253;1;0.07;3;0.22;0.29;13.9;52.0;3.74;28.0;6.0;4.0;0.29;3.0;0.0;434.0;74.7;8024.0;2713.0;55;0.0;50.0;11;2.51;0.03;12;9.0;19.0;28.0;23;1.35;61.0;35.0;2.0;Forward;Bertrand Traoré;20.0;M;fr Ligue 1
Billy Sharp;FW;33.0;1051;3;0.26;2;0.17;0.43;11.7;26.0;2.23;18.0;2.0;3.0;0.26;2.0;0.0;162.0;73.0;2388.0;484.0;15;0.0;22.8;5;1.2;0.21;5;1.0;4.0;25.3;25;1.16;69.0;13.0;1.0;Forward;Billy Sharp;2.0;M;eng Premier League
Björn Engels;DF;24.0;1447;1;0.06;0;0.0;0.06;16.1;6.0;0.37;5.0;0.0;0.0;0.0;0.0;0.0;503.0;83.1;11927.0;3879.0;3;0.0;67.4;1;0.44;0.14;4;5.0;26.0;35.8;17;0.65;13.0;2.0;0.0;Defender;Björn Engels;10.0;M;eng Premier League
Bobby Adekanye;FW;20.0;188;1;0.48;0;0.0;0.48;2.1;6.0;2.87;3.0;0.0;0.0;0.0;0.0;0.0;41.0;89.1;546.0;68.0;1;0.0;14.3;4;2.39;0.2;3;1.0;0.0;16.7;11;1.45;13.0;4.0;0.0;Forward;Bobby Adekanye;2.0;M;it Serie A
Borja Iglesias;FW;26.0;1922;3;0.14;2;0.09;0.23;21.4;27.0;1.26;24.0;2.0;4.0;0.19;3.0;0.0;238.0;74.6;3461.0;540.0;10;1.0;43.0;12;1.64;0.09;5;0.0;15.0;19.5;35;1.06;97.0;17.0;1.0;Forward;Borja Iglesias;20.0;M;es La Liga
Borja Mayoral;FW;22.0;2140;8;0.34;2;0.08;0.42;23.8;61.0;2.57;47.0;5.0;11.0;0.46;7.0;2.0;447.0;79.7;6959.0;1319.0;17;0.0;27.2;18;1.89;0.18;4;1.0;14.0;26.1;34;1.15;87.0;30.0;2.0;Forward;Borja Mayoral;10.0;M;es La Liga
Borja Valero;MF;34.0;931;2;0.19;0;0.0;0.19;10.3;28.0;2.71;25.0;3.0;2.0;0.19;1.0;1.0;479.0;89.0;8591.0;1904.0;3;0.0;31.3;2;1.06;0.18;9;4.0;18.0;21.9;19;2.11;20.0;12.0;0.0;Midfielder;Borja Valero;600.0;K;it Serie A
Bosko Sutalo;DF;19.0;280;0;0.0;0;0.0;0.0;3.1;2.0;0.64;2.0;0.0;0.0;0.0;0.0;0.0;150.0;87.2;2485.0;936.0;3;0.0;57.9;0;0.32;0.0;2;0.0;4.0;25.6;7;2.71;3.0;3.0;0.0;Defender;Bosko Sutalo;3.0;M;it Serie A
Boubakary Soumaré;MF;20.0;1213;0;0.0;0;0.0;0.0;13.5;22.0;1.63;21.0;1.0;1.0;0.07;1.0;0.0;673.0;90.2;13230.0;2988.0;4;0.0;52.2;0;0.07;0.0;17;10.0;17.0;30.9;20;1.4;6.0;19.0;0.0;Midfielder;Boubakary Soumaré;6.0;M;fr Ligue 1
Boulaye Dia;FW;22.0;1812;7;0.35;1;0.05;0.4;20.1;45.0;2.24;31.0;5.0;5.0;0.25;3.0;1.0;251.0;76.5;3609.0;604.0;9;1.0;25.2;18;1.94;0.15;13;2.0;16.0;28.8;24;1.5;96.0;30.0;0.0;Forward;Boulaye Dia;4.0;M;fr Ligue 1
Bouna Sarr;DF;27.0;2164;1;0.04;3;0.12;0.17;24.0;48.0;2.0;34.0;3.0;7.0;0.29;5.0;0.0;1100.0;81.1;17098.0;5077.0;62;1.0;48.7;4;1.16;0.04;30;28.0;29.0;28.2;27;2.04;46.0;52.0;2.0;Defender;Bouna Sarr;9.0;M;fr Ligue 1
Brahim Díaz;FW;19.0;65;0;0.0;0;0.0;0.0;0.7;2.0;2.77;1.0;0.0;0.0;0.0;0.0;0.0;35.0;87.5;472.0;117.0;1;0.0;0.0;2;4.15;0.0;1;0.0;1.0;14.3;6;2.17;7.0;2.0;0.0;Forward;Brahim Díaz;10.0;M;es La Liga
Brais Méndez;MF;22.0;1477;0;0.0;2;0.12;0.12;16.4;36.0;2.19;26.0;2.0;5.0;0.3;3.0;0.0;519.0;75.7;8593.0;2679.0;21;0.0;39.7;8;1.46;0.0;13;12.0;19.0;21.7;31;0.97;41.0;25.0;3.0;Midfielder;Brais Méndez;10.0;M;es La Liga
Bram Nuytinck;DF;29.0;2225;0;0.0;0;0.0;0.0;24.7;16.0;0.65;13.0;0.0;0.0;0.0;0.0;0.0;1101.0;85.1;23114.0;8569.0;3;0.0;51.3;0;0.24;0.0;33;21.0;67.0;35.5;26;1.23;13.0;3.0;0.0;Defender;Bram Nuytinck;2.0;M;it Serie A
Breel Embolo;FW;22.0;1550;8;0.46;5;0.29;0.75;17.2;57.0;3.31;35.0;5.0;12.0;0.7;7.0;0.0;294.0;75.4;4508.0;922.0;5;2.0;30.0;18;2.55;0.18;15;6.0;15.0;24.1;28;1.86;97.0;36.0;7.0;Forward;Breel Embolo;8.0;M;de Bundesliga
Brendan Chardonnet;DF;24.0;823;0;0.0;0;0.0;0.0;9.1;5.0;0.55;5.0;0.0;0.0;0.0;0.0;0.0;478.0;89.2;11899.0;3475.0;0;0.0;59.6;0;0.33;0.0;8;3.0;16.0;35.8;12;1.25;2.0;3.0;0.0;Defender;Brendan Chardonnet;1.0;M;fr Ligue 1
Bruno Alves;DF;37.0;2671;0;0.0;0;0.0;0.0;29.7;15.0;0.51;11.0;0.0;0.0;0.0;0.0;0.0;1096.0;83.5;30909.0;10181.0;16;0.0;79.3;1;0.77;0.0;11;9.0;40.0;28.5;33;1.33;36.0;2.0;0.0;Defender;Bruno Alves;500.0;K;it Serie A
Bruno Fernandes;MF;24.0;1186;8;0.61;7;0.53;1.14;13.2;58.0;4.4;39.0;1.0;12.0;0.91;6.0;0.0;608.0;71.3;11698.0;3233.0;22;2.0;16.7;14;3.04;0.1;14;5.0;14.0;25.0;14;2.29;41.0;15.0;1.0;Midfielder;Bruno Fernandes;70.0;M;eng Premier League
Bruno Peres;DF;29.0;1056;2;0.17;2;0.17;0.34;11.7;31.0;2.64;22.0;2.0;5.0;0.43;3.0;0.0;534.0;84.1;9829.0;2778.0;36;1.0;18.2;5;1.19;0.14;9;7.0;18.0;26.2;16;2.13;27.0;9.0;0.0;Defender;Bruno Peres;5.0;M;it Serie A
Bryan Cristante;MF;24.0;1616;1;0.06;3;0.17;0.22;18.0;42.0;2.34;34.0;1.0;5.0;0.28;5.0;0.0;915.0;85.4;19507.0;5779.0;5;0.0;35.1;9;1.62;0.03;14;10.0;21.0;23.6;26;1.73;21.0;14.0;0.0;Midfielder;Bryan Cristante;10.0;M;it Serie A
Bryan Dabo;MF;27.0;1122;1;0.08;4;0.32;0.4;12.5;26.0;2.09;23.0;0.0;4.0;0.32;3.0;0.0;500.0;86.5;8396.0;1886.0;3;0.0;61.9;3;0.64;0.13;14;4.0;17.0;28.3;16;0.31;12.0;12.0;0.0;Midfielder;Bryan Dabo;4.0;M;it Serie A
