;Player;Position;Comp;Age;Min;Goals;Goals;Asists;Asists;GoalAstPer90
1597;Eric Maxim Choupo-Moting;FW,MF;fr Ligue 1;30;451;3;0.60;1;0.20;0.80
1598;Alexandru Maxim;MF;de Bundesliga;29;117;0;0.00;0;0.00;0.00
1599;Kévin Mayi;FW;fr Ligue 1;26;4;0;0.00;0;0.00;0.00
1600;Borja Mayoral;FW;es La Liga;22;2,140;8;0.34;2;0.08;0.42
1601;Luca Mazzitelli;MF;it Serie A;23;12;0;0.00;0;0.00;0.00
1602;Kevin Mbabu;DF;de Bundesliga;24;1,696;3;0.16;1;0.05;0.21
1603;Kylian Mbappé;FW;fr Ligue 1;20;1,513;18;1.07;5;0.30;1.37
1604;Ibrahima Mbaye;DF;it Serie A;24;1,507;0;0.00;3;0.18;0.18
1605;Loïc Mbe Soh;DF;fr Ligue 1;18;58;0;0.00;0;0.00;0.00
1606;Isaac Mbenza;FW;fr Ligue 1;23;84;0;0.00;0;0.00;0.00
1607;Nathanael Mbuku;MF,FW;fr Ligue 1;17;395;0;0.00;0;0.00;0.00
1608;James McArthur;MF;eng Premier League;31;3,090;0;0.00;3;0.09;0.09
1609;Oliver McBurnie;FW;eng Premier League;23;2,113;6;0.26;0;0.00;0.26
1610;Alex McCarthy;GK;eng Premier League;29;2,520;0;0.00;0;0.00;0.00
1611;James McCarthy;MF;eng Premier League;28;1,680;0;0.00;0;0.00;0.00
1612;John McGinn;MF;eng Premier League;24;2,312;3;0.12;3;0.12;0.23
1613;David McGoldrick;FW;eng Premier League;31;1,815;2;0.10;2;0.10;0.20
1614;Michael McGovern;GK;eng Premier League;35;159;0;0.00;0;0.00;0.00
1615;Weston McKennie;MF,DF;de Bundesliga;20;2,074;3;0.13;0;0.00;0.13
1616;Kenny McLean;MF;eng Premier League;27;2,968;1;0.03;1;0.03;0.06
1617;Dwight McNeil;MF;eng Premier League;19;3,338;2;0.05;6;0.16;0.22
1618;Scott McTominay;MF;eng Premier League;22;1,772;4;0.20;1;0.05;0.25
1619;Biagio Meccariello;DF;it Serie A;28;768;1;0.12;0;0.00;0.12
1620;Gary Medel;MF;it Serie A;31;1,784;0;0.00;0;0.00;0.00
1621;Ben Mee;DF;eng Premier League;29;2,880;1;0.03;1;0.03;0.06
1622;Joshua Mees;MF,FW;de Bundesliga;23;325;0;0.00;1;0.28;0.28
1623;Admir Mehmedi;MF,FW;de Bundesliga;28;1,200;2;0.15;2;0.15;0.30
1624;Soualiho Meïté;MF;it Serie A;25;2,201;0;0.00;2;0.08;0.08
1625;Farid El Melali;MF,FW;fr Ligue 1;22;306;3;0.88;0;0.00;0.88
1626;Óscar Melendo;MF,FW;es La Liga;21;1,115;0;0.00;0;0.00;0.00
1627;Gonzalo Melero;MF;es La Liga;25;1,236;2;0.15;1;0.07;0.22
1628;Arthur Melo;MF;es La Liga;22;1,182;3;0.23;3;0.23;0.46
1629;Pedro Mendes;DF;fr Ligue 1;28;1,376;1;0.07;0;0.00;0.07
1630;Thiago Mendes;MF;fr Ligue 1;27;1,812;0;0.00;6;0.30;0.30
1631;Brais Méndez;MF,FW;es La Liga;22;1,477;0;0.00;2;0.12;0.12
1632;Édgar Méndez;MF,FW;es La Liga;29;864;1;0.10;0;0.00;0.10
1633;Stiven Mendoza;FW,MF;fr Ligue 1;27;1,101;5;0.41;0;0.00;0.41
1634;Alexandre Mendy;FW,MF;fr Ligue 1;25;899;3;0.30;1;0.10;0.40
1635;Benjamin Mendy;DF;eng Premier League;25;1,492;0;0.00;2;0.12;0.12
1636;Edouard Mendy;GK;fr Ligue 1;27;2,160;0;0.00;0;0.00;0.00
1637;Ferland Mendy;DF;es La Liga;24;1,809;1;0.05;3;0.15;0.20
1638;Nampalys Mendy;MF;eng Premier League;27;291;0;0.00;0;0.00;0.00
1639;Hamza Mendyl;DF;fr Ligue 1;21;1,441;1;0.06;0;0.00;0.06
1640;Chris Mepham;DF;eng Premier League;21;912;1;0.10;0;0.00;0.10
1641;Levent Mercan;MF;de Bundesliga;18;71;0;0.00;0;0.00;0.00
1642;Jorge Meré;DF;de Bundesliga;22;619;1;0.15;0;0.00;0.15
1643;Alex Meret;GK;it Serie A;22;1,951;0;0.00;0;0.00;0.00
1644;Fran Mérida;MF;es La Liga;29;1,161;0;0.00;1;0.08;0.08
1645;Mikel Merino;MF;es La Liga;23;3,139;5;0.14;1;0.03;0.17
1646;Sabin Merino;FW;es La Liga;27;78;0;0.00;0;0.00;0.00
1647;Yıldırım Mert Çetin;DF;it Serie A;22;257;0;0.00;0;0.00;0.00
1648;Dries Mertens;FW;it Serie A;32;1,689;9;0.48;7;0.37;0.85
1649;Roque Mesa;MF;es La Liga;30;2,012;1;0.04;3;0.13;0.18
1650;Lionel Messi;FW,MF;es La Liga;32;2,880;25;0.78;21;0.66;1.44
1651;Thomas Meunier;DF;fr Ligue 1;27;1,242;0;0.00;1;0.07;0.07
1652;Mexer;DF;fr Ligue 1;30;1,488;0;0.00;2;0.12;0.12
1653;Max Meyer;MF,FW;eng Premier League;23;655;0;0.00;0;0.00;0.00
1654;Kingsley Michael;MF;it Serie A;19;76;0;0.00;0;0.00;0.00
1655;Míchel;MF;es La Liga;31;2,178;1;0.04;2;0.08;0.12
1656;Sven Michel;FW;de Bundesliga;29;1,376;5;0.33;1;0.07;0.39
1657;Miguel;FW;es La Liga;19;232;0;0.00;0;0.00;0.00
1658;Florian Miguel;DF;fr Ligue 1;22;2,056;1;0.04;0;0.00;0.04
1659;Georges Mikautadze;FW;fr Ligue 1;18;8;0;0.00;0;0.00;0.00
1660;Nikola Milenković;DF;it Serie A;21;3,258;5;0.14;0;0.00;0.14
1661;Arkadiusz Milik;FW;it Serie A;25;1,747;11;0.57;0;0.00;0.57
1662;Sergej Milinković-Savić;MF;it Serie A;24;3,029;7;0.21;4;0.12;0.33
1663;Éder Militão;DF;es La Liga;21;1,022;0;0.00;0;0.00;0.00
1664;Luka Milivojević;MF;eng Premier League;28;2,513;3;0.11;1;0.04;0.14
1665;Vincenzo Millico;MF,FW;it Serie A;18;216;0;0.00;0;0.00;0.00
1666;James Milner;MF,DF;eng Premier League;33;937;2;0.19;2;0.19;0.38
1667;Santi Mina;FW,MF;es La Liga;23;1,944;6;0.28;3;0.14;0.42
1668;Yerry Mina;DF;eng Premier League;24;2,284;2;0.08;1;0.04;0.12
1669;Takumi Minamino;FW,MF;eng Premier League;24;249;0;0.00;0;0.00;0.00
1670;Tyrone Mings;DF;eng Premier League;26;2,902;2;0.06;2;0.06;0.12
1671;Jorge Miramón;DF;es La Liga;30;2,432;0;0.00;3;0.11;0.11
1672;Juan Miranda;DF;de Bundesliga;19;781;0;0.00;0;0.00;0.00
1673;Antonio Mirante;GK;it Serie A;36;450;0;0.00;0;0.00;0.00
1674;Simone Missiroli;MF;it Serie A;33;2,798;1;0.03;0;0.00;0.03
1675;Tyrick Mitchell;DF;eng Premier League;19;195;0;0.00;0;0.00;0.00
1676;Stefan Mitrović;DF;fr Ligue 1;29;2,053;1;0.04;1;0.04;0.09
1677;Maximilian Mittelstädt;DF,FW;de Bundesliga;22;1,887;1;0.05;3;0.14;0.19
1678;Henrikh Mkhitaryan;FW;eng Premier League;30;112;0;0.00;0;0.00;0.00
1679;Henrikh Mkhitaryan;MF,FW;it Serie A;30;1,530;9;0.53;5;0.29;0.82
1680;Anthony Modeste;FW,MF;de Bundesliga;31;1,138;4;0.32;1;0.08;0.40
1681;Luka Modrić;MF;es La Liga;33;1,996;3;0.14;7;0.32;0.45
1682;Kevin Möhwald;MF;de Bundesliga;26;74;0;0.00;0;0.00;0.00
1683;Niklas Moisander;DF;de Bundesliga;33;1,979;0;0.00;0;0.00;0.00
1684;Jorge Molina;FW;es La Liga;37;1,886;5;0.24;3;0.14;0.38
1685;Florent Mollet;MF;fr Ligue 1;27;1,684;6;0.32;3;0.16;0.48
1686;Jon Moncayola;MF,DF;es La Liga;21;1,496;1;0.06;0;0.00;0.06
1687;Gabriele Moncini;FW,MF;it Serie A;23;154;0;0.00;0;0.00;0.00
1688;Thomas Monconduit;MF;fr Ligue 1;28;1,364;0;0.00;0;0.00;0.00
1689;Nacho Monreal;DF;eng Premier League;33;270;0;0.00;0;0.00;0.00
1690;Nacho Monreal;DF;es La Liga;33;2,390;2;0.08;0;0.00;0.08
1691;Joan Monterde Raygal;MF;es La Liga;21;9;0;0.00;0;0.00;0.00
1692;Ilario Monterisi;DF;it Serie A;17;3;0;0.00;0;0.00;0.00
1693;Ángel Montoro;MF;es La Liga;31;973;2;0.18;5;0.46;0.65
1694;Martín Montoya;DF;eng Premier League;28;1,896;0;0.00;1;0.05;0.05
1695;Simon Moore;GK;eng Premier League;29;180;0;0.00;0;0.00;0.00
1696;Aaron Mooy;MF,FW;eng Premier League;28;2,085;2;0.09;2;0.09;0.17
1697;Wesley Moraes;FW;eng Premier League;22;1,782;5;0.25;1;0.05;0.30
1698;Alfredo Morales;MF;de Bundesliga;29;1,730;1;0.05;2;0.10;0.16
1699;Álvaro Morata;FW;es La Liga;26;2,098;12;0.51;2;0.09;0.60
1700;Jan Morávek;MF;de Bundesliga;29;474;0;0.00;1;0.19;0.19
1701;Steven Moreira;DF;fr Ligue 1;24;1,389;0;0.00;0;0.00;0.00
1702;Jérémy Morel;DF;fr Ligue 1;35;1,806;1;0.05;0;0.00;0.05
1703;Alberto Moreno;DF;es La Liga;27;1,471;0;0.00;0;0.00;0.00
1704;Álex Moreno;DF;es La Liga;26;2,265;0;0.00;4;0.16;0.16
1705;Gerard Moreno;FW,MF;es La Liga;27;2,744;18;0.59;5;0.16;0.75
1706;Mateu Morey;DF,FW;de Bundesliga;19;197;0;0.00;1;0.46;0.46
1707;Wes Morgan;DF;eng Premier League;35;436;0;0.00;0;0.00;0.00
1708;Manu Morlanes;MF,FW;es La Liga;20;253;0;0.00;1;0.36;0.36
1709;Raúl Moro;DF;it Serie A;16;2;0;0.00;0;0.00;0.00
1710;Loren Morón;FW;es La Liga;25;2,031;10;0.44;3;0.13;0.58
1711;Leonardo Morosini;FW,MF;it Serie A;23;26;0;0.00;0;0.00;0.00
1712;Ravel Morrison;MF;eng Premier League;26;13;0;0.00;0;0.00;0.00
1713;Victor Moses;DF;it Serie A;28;420;0;0.00;3;0.64;0.64
1714;Lebo Mothiba;FW;fr Ligue 1;23;1,047;3;0.26;3;0.26;0.52
1715;Harold Moukoudi;DF;fr Ligue 1;21;990;0;0.00;0;0.00;0.00
1716;Jessy Moulin;GK;fr Ligue 1;33;450;0;0.00;0;0.00;0.00
1717;Mason Mount;MF,FW;eng Premier League;20;2,867;7;0.22;5;0.16;0.38
1718;Lucas Moura;FW,MF;eng Premier League;26;2,242;4;0.16;4;0.16;0.32
1719;Lys Mousset;FW;eng Premier League;23;1,240;6;0.44;4;0.29;0.73
1720;Wesley Moustache;DF;fr Ligue 1;20;45;0;0.00;0;0.00;0.00
1721;João Moutinho;MF;eng Premier League;32;3,108;1;0.03;6;0.17;0.20
1722;Samuel Moutoussamy;DF,FW;fr Ligue 1;22;523;0;0.00;0;0.00;0.00
1723;Toni Moya;MF;es La Liga;21;4;0;0.00;0;0.00;0.00
1724;Javi Moyano;DF;es La Liga;33;2,227;0;0.00;0;0.00;0.00
1725;Nordi Mukiele;DF;de Bundesliga;21;1,783;3;0.15;1;0.05;0.20
1726;Benoît Mukinayi;DF;fr Ligue 1;18;1,411;0;0.00;0;0.00;0.00
1727;Mert Müldür;DF;it Serie A;20;1,273;2;0.14;1;0.07;0.21
1728;Florian Müller;GK;de Bundesliga;21;1,125;0;0.00;0;0.00;0.00
1729;Thomas Müller;MF,FW;de Bundesliga;29;2,255;8;0.32;21;0.84;1.16
1730;Marshall Munetsi;MF;fr Ligue 1;23;838;0;0.00;2;0.21;0.21
1731;Iker Muniain;FW,MF;es La Liga;26;2,382;5;0.19;2;0.08;0.26
1732;Aihen Muñoz;DF;es La Liga;21;981;0;0.00;0;0.00;0.00
1733;Javier Muñoz;MF;es La Liga;24;52;0;0.00;0;0.00;0.00
1734;Simone Muratore;MF;it Serie A;21;165;0;0.00;0;0.00;0.00
1735;Alessandro Murgia;MF;it Serie A;22;1,750;0;0.00;1;0.05;0.05
1736;Luis Muriel;FW;it Serie A;28;1,260;18;1.29;1;0.07;1.36
1737;Jeison Murillo;DF;it Serie A;27;666;0;0.00;0;0.00;0.00
1738;Jeison Murillo;DF;es La Liga;27;1,529;1;0.06;0;0.00;0.06
1739;Glenn Murray;FW;eng Premier League;35;797;1;0.11;1;0.11;0.23
1740;Nicola Murru;DF;it Serie A;24;2,259;0;0.00;0;0.00;0.00
1741;Mateo Musacchio;DF;it Serie A;28;1,466;0;0.00;0;0.00;0.00
1742;Torben Müsel;FW;de Bundesliga;20;1;0;0.00;0;0.00;0.00
1743;Jamal Musiala;MF;de Bundesliga;16;3;0;0.00;0;0.00;0.00
1744;Juan Musso;GK;it Serie A;25;3,420;0;0.00;0;0.00;0.00
1745;Shkodran Mustafi;DF;eng Premier League;27;1,207;0;0.00;1;0.07;0.07
1746;Yoshinori Mutō;FW,MF;eng Premier League;27;212;0;0.00;0;0.00;0.00
1747;Yvon Mvogo;GK;de Bundesliga;25;180;0;0.00;0;0.00;0.00
1748;Phillipp Mwene;DF;de Bundesliga;25;315;0;0.00;0;0.00;0.00
1749;Obite N'Dicka;DF;de Bundesliga;19;1,721;1;0.05;1;0.05;0.10
1750;Kévin N'Doram;MF;fr Ligue 1;23;1,646;0;0.00;0;0.00;0.00
1751;Abdallah N'dour;DF;fr Ligue 1;25;373;0;0.00;0;0.00;0.00
1752;Ferris N'Goma;FW,MF;fr Ligue 1;26;25;1;3.60;0;0.00;3.60
1753;Nathan N'Goumou;FW,MF;fr Ligue 1;19;9;0;0.00;0;0.00;0.00
1754;Georges-Kévin N'Koudou;FW;eng Premier League;24;3;0;0.00;0;0.00;0.00
1755;Stanley N'Soki;DF;fr Ligue 1;20;1,273;0;0.00;1;0.07;0.07
1756;Nacho;DF;es La Liga;29;439;1;0.21;0;0.00;0.21
1757;Nacho;DF;es La Liga;30;1,893;0;0.00;2;0.10;0.10
1758;Radja Nainggolan;MF,FW;it Serie A;31;2,071;6;0.26;7;0.30;0.56
1759;Marvelous Nakamba;MF;eng Premier League;25;1,836;0;0.00;0;0.00;0.00
1760;Naldo;DF;es La Liga;30;1,332;0;0.00;1;0.07;0.07
1761;Nahitan Nández;MF,DF;it Serie A;23;2,898;2;0.06;3;0.09;0.16
1762;Matija Nastasić;DF;de Bundesliga;26;1,365;0;0.00;0;0.00;0.00
1763;Marc Navarro;DF;es La Liga;24;219;0;0.00;0;0.00;0.00
1764;Ximo Navarro;DF;es La Liga;29;1,903;0;0.00;0;0.00;0.00
1765;Jesús Navas;DF;es La Liga;33;3,369;0;0.00;7;0.19;0.19
1766;Keylor Navas;GK;fr Ligue 1;32;1,890;0;0.00;0;0.00;0.00
1767;Raúl Navas;DF;es La Liga;31;711;0;0.00;0;0.00;0.00
1768;Michel Ndary Adopo;DF;it Serie A;19;4;0;0.00;0;0.00;0.00
1769;Papa Ndiaga Yade;FW;fr Ligue 1;19;4;0;0.00;0;0.00;0.00
1770;Wilfred Ndidi;MF;eng Premier League;22;2,674;2;0.07;1;0.03;0.10
1771;Emanuele Ndoj;MF;it Serie A;22;555;0;0.00;0;0.00;0.00
1772;Tanguy Ndombele;MF;eng Premier League;22;1,009;2;0.18;2;0.18;0.36
1773;Reiss Nelson;FW;eng Premier League;19;631;1;0.14;0;0.00;0.14
1774;Ilija Nestorovski;FW;it Serie A;29;1,251;3;0.22;1;0.07;0.29
1775;Neto;GK;es La Liga;30;180;0;0.00;0;0.00;0.00
1776;Pedro Neto;FW,MF;eng Premier League;19;939;3;0.29;3;0.29;0.58
1777;Manuel Neuer;GK;de Bundesliga;33;2,970;0;0.00;0;0.00;0.00
1778;Florian Neuhaus;MF;de Bundesliga;22;2,356;4;0.15;2;0.08;0.23
1779;Carlos Neva;DF;es La Liga;23;2,205;0;0.00;1;0.04;0.04
1780;Rúben Neves;MF;eng Premier League;22;3,056;2;0.06;2;0.06;0.12
1781;Neymar;MF,FW;fr Ligue 1;27;1,318;13;0.89;6;0.41;1.30
1782;Jeremy Ngakia;DF;eng Premier League;18;440;0;0.00;0;0.00;0.00
1783;Jessic Ngankam;FW,MF;de Bundesliga;19;85;0;0.00;1;1.06;1.06
1784;Muzinga Ngonda;DF;fr Ligue 1;24;540;0;0.00;0;0.00;0.00
1785;Ahmad Ngouyamsa;DF;fr Ligue 1;18;55;0;0.00;0;0.00;0.00
1786;Opa Nguette;FW;fr Ligue 1;25;1,826;5;0.25;2;0.10;0.35
1787;Moussa Niakhate;DF;de Bundesliga;23;2,970;1;0.03;2;0.06;0.09
1788;Ibrahima Niane;FW;fr Ligue 1;20;951;3;0.28;0;0.00;0.28
1789;M'Baye Niang;FW;fr Ligue 1;24;2,126;10;0.42;0;0.00;0.42
1790;Cheikh Niasse;MF;fr Ligue 1;19;15;0;0.00;0;0.00;0.00
1791;Oumar Niasse;FW;eng Premier League;29;22;0;0.00;0;0.00;0.00
1792;Moritz Nicolas;GK;de Bundesliga;21;90;0;0.00;0;0.00;0.00
1793;Florian Niederlechner;FW,MF;de Bundesliga;28;2,720;13;0.43;6;0.20;0.63
1794;Saúl Ñíguez;MF,DF;es La Liga;24;3,072;6;0.18;0;0.00;0.18
1795;Casimir Ninga;MF,FW;fr Ligue 1;26;683;3;0.40;1;0.13;0.53
1796;Fernando Niño;FW;es La Liga;18;83;1;1.08;0;0.00;1.08
1797;Timothée Nkada;FW,MF;fr Ligue 1;20;148;0;0.00;0;0.00;0.00
1798;Eddie Nketiah;FW;eng Premier League;20;633;2;0.28;0;0.00;0.28
1799;Nicolas Nkoulou;DF;it Serie A;29;2,692;1;0.03;0;0.00;0.03
1800;Christopher Nkunku;MF,FW;de Bundesliga;21;1,925;5;0.23;13;0.61;0.84
1801;Lukas Nmecha;MF,FW;de Bundesliga;20;131;0;0.00;0;0.00;0.00
1802;Mark Noble;MF;eng Premier League;32;2,674;4;0.13;3;0.10;0.24
1803;Nolito;FW;es La Liga;32;898;3;0.30;0;0.00;0.30
1804;Nolito;FW,MF;es La Liga;32;324;2;0.56;1;0.28;0.83
1805;Arnaud Nordin;FW;fr Ligue 1;21;908;1;0.10;0;0.00;0.10
1806;Håvard Nordtveit;DF;de Bundesliga;29;701;0;0.00;1;0.13;0.13
1807;Oliver Norwood;MF;eng Premier League;28;3,090;1;0.03;1;0.03;0.06
1808;Alexander Nübel;GK;de Bundesliga;22;2,315;0;0.00;0;0.00;0.00
1809;Kasim Nuhu;DF;de Bundesliga;24;999;1;0.09;0;0.00;0.09
1810;Unai Núñez;DF;es La Liga;22;1,572;0;0.00;0;0.00;0.00
1811;Bram Nuytinck;DF;it Serie A;29;2,225;0;0.00;0;0.00;0.00
1812;Gerzino Nyamsi;DF;fr Ligue 1;22;116;0;0.00;0;0.00;0.00
1813;Ørjan Nyland;GK;eng Premier League;28;539;0;0.00;0;0.00;0.00
1814;Allan Nyom;DF,MF;es La Liga;31;2,422;2;0.07;0;0.00;0.07
1815;Steven Nzonzi;MF;fr Ligue 1;30;386;0;0.00;0;0.00;0.00
1816;Jack O'Connell;DF;eng Premier League;25;2,916;0;0.00;1;0.03;0.03
1817;Michael Obafemi;FW;eng Premier League;19;665;3;0.41;2;0.27;0.68
1818;Pedro Obiang;MF;it Serie A;27;1,674;1;0.05;1;0.05;0.11
1819;Jan Oblak;GK;es La Liga;26;3,395;0;0.00;0;0.00;0.00
1820;Rafael Obrador;DF;es La Liga;15;4;0;0.00;0;0.00;0.00
1821;Lucas Ocampos;FW;es La Liga;25;2,745;14;0.46;3;0.10;0.56
1822;Bastian Oczipka;DF;de Bundesliga;30;3,015;0;0.00;5;0.15;0.15
1823;Álvaro Odriozola;DF;de Bundesliga;23;152;0;0.00;0;0.00;0.00
1824;Álvaro Odriozola;DF;es La Liga;23;343;0;0.00;1;0.26;0.26
1825;Kelvin Ofori;MF,FW;de Bundesliga;18;37;0;0.00;0;0.00;0.00
1826;Angelo Ogbonna;DF;eng Premier League;31;2,786;2;0.06;0;0.00;0.06
1827;Stefano Okaka;FW;it Serie A;29;2,415;8;0.30;2;0.07;0.37
1828;Kwasi Okyere Wriedt;FW;de Bundesliga;25;14;0;0.00;0;0.00;0.00
1829;Lucas Olaza;DF;es La Liga;25;3,144;1;0.03;3;0.09;0.11
1830;Oier Olazábal;GK;es La Liga;29;180;0;0.00;0;0.00;0.00
1831;Christian Oliva;MF;it Serie A;23;469;1;0.19;1;0.19;0.38
1832;Kiko Olivas;DF;es La Liga;30;2,943;2;0.06;0;0.00;0.06
1833;Cauly Oliveira Souza;MF,FW;de Bundesliga;23;717;2;0.25;0;0.00;0.25
1834;Paulo Oliveira;DF;es La Liga;27;2,090;1;0.04;0;0.00;0.04
1835;Mathías Olivera;DF;es La Liga;21;1,870;0;0.00;1;0.05;0.05
1836;Maximiliano Olivera;DF;it Serie A;27;9;0;0.00;0;0.00;0.00
1837;Marco Olivieri;FW;it Serie A;20;30;0;0.00;0;0.00;0.00
1838;Dani Olmo;MF,FW;de Bundesliga;21;747;3;0.36;1;0.12;0.48
1839;Robin Olsen;GK;it Serie A;29;1,524;0;0.00;0;0.00;0.00
1840;Kenneth Omeruo;DF;es La Liga;25;1,874;1;0.05;0;0.00;0.05
1841;Jean Onana;MF;fr Ligue 1;19;79;0;0.00;0;0.00;0.00
1842;Karim Onisiwo;FW;de Bundesliga;27;1,728;4;0.21;6;0.31;0.52
1843;Javier Ontiveros;FW,MF;es La Liga;21;889;2;0.20;1;0.10;0.30
1844;Henry Onyekuru;FW,MF;fr Ligue 1;22;160;0;0.00;1;0.56;0.56
1845;Nicholas Opoku;DF;it Serie A;21;481;0;0.00;0;0.00;0.00
1846;Nicholas Opoku;DF;fr Ligue 1;21;630;0;0.00;0;0.00;0.00
1847;Willi Orban;DF;de Bundesliga;26;856;1;0.11;0;0.00;0.11
1848;Fabián Orellana;MF,FW;es La Liga;33;2,390;8;0.30;7;0.26;0.56
1849;Divock Origi;FW;eng Premier League;24;717;4;0.50;1;0.13;0.63
1850;Aimar Oroz;FW;es La Liga;17;11;0;0.00;0;0.00;0.00
1851;Riccardo Orsolini;FW,MF;it Serie A;22;2,681;8;0.27;6;0.20;0.47
1852;Yuya Osako;FW,MF;de Bundesliga;29;1,848;8;0.39;2;0.10;0.49
1853;Ben Osborn;MF,DF;eng Premier League;24;594;0;0.00;0;0.00;0.00
1854;Victor Osimhen;FW;fr Ligue 1;20;2,287;13;0.51;4;0.16;0.67
1855;David Ospina;GK;it Serie A;30;1,469;0;0.00;0;0.00;0.00
1856;Nicolás Otamendi;DF;eng Premier League;31;1,715;2;0.10;0;0.00;0.10
1857;Otávio;MF;fr Ligue 1;25;2,211;2;0.08;3;0.12;0.20
1858;Paulo Otávio;DF;de Bundesliga;24;380;0;0.00;1;0.24;0.24
1859;Abou Ouattara;MF;fr Ligue 1;19;9;0;0.00;0;0.00;0.00
1860;Remi Oudin;FW;fr Ligue 1;22;562;1;0.16;1;0.16;0.32
1861;Remi Oudin;FW,MF;fr Ligue 1;22;1,397;3;0.19;2;0.13;0.32
1862;Alexandre Oukidja;GK;fr Ligue 1;31;2,384;0;0.00;0;0.00;0.00
1863;Zinédine Ould Khaled;MF;fr Ligue 1;19;59;0;0.00;0;0.00;0.00
1864;Adam Ounas;MF,FW;fr Ligue 1;22;1,123;2;0.16;4;0.32;0.48
1865;Reece Oxford;MF;de Bundesliga;20;375;0;0.00;0;0.00;0.00
1866;Alex Oxlade-Chamberlain;MF,FW;eng Premier League;25;1,485;4;0.24;1;0.06;0.30
1867;Mikel Oyarzabal;FW,MF;es La Liga;22;3,051;10;0.29;11;0.32;0.62
1868;Ambroise Oyongo;DF;fr Ligue 1;28;1,821;0;0.00;0;0.00;0.00
1869;Mesut Özil;MF;eng Premier League;30;1,438;1;0.06;2;0.13;0.19
1870;Levin Öztunalı;MF,FW;de Bundesliga;23;1,778;4;0.20;3;0.15;0.35
1871;Pablo;DF;fr Ligue 1;28;2,173;4;0.17;0;0.00;0.17
1872;Fernando Pacheco;GK;es La Liga;27;2,358;0;0.00;0;0.00;0.00
1873;Jon Pacheco;DF;es La Liga;18;77;0;0.00;0;0.00;0.00
1874;Gonçalo Paciência;FW;de Bundesliga;24;1,283;7;0.49;3;0.21;0.70
1875;Daniele Padelli;GK;it Serie A;33;270;0;0.00;0;0.00;0.00
1876;Marko Pajač;DF;it Serie A;26;759;0;0.00;0;0.00;0.00
1877;Vincent Pajot;MF;fr Ligue 1;28;113;0;0.00;1;0.80;0.80
1878;Vincent Pajot;MF;fr Ligue 1;28;519;0;0.00;3;0.52;0.52
1879;Rodrigo Palacio;FW;it Serie A;37;2,517;7;0.25;3;0.11;0.36
1880;Exequiel Palacios;MF;de Bundesliga;20;177;0;0.00;0;0.00;0.00
1881;Sergi Palencia;DF;fr Ligue 1;23;468;0;0.00;0;0.00;0.00
1882;Nicolas Pallois;DF;fr Ligue 1;31;1,890;0;0.00;0;0.00;0.00
1883;Emerson Palmieri;DF;eng Premier League;24;1,024;0;0.00;0;0.00;0.00
1884;Alberto Paloschi;FW;it Serie A;29;438;0;0.00;0;0.00;0.00
1885;Alberto Paloschi;FW,MF;it Serie A;29;204;0;0.00;0;0.00;0.00
1886;Martin Palumbo;MF;it Serie A;17;1;0;0.00;0;0.00;0.00
1887;Goran Pandev;FW,MF;it Serie A;36;1,685;9;0.48;1;0.05;0.53
1888;Jonathan Panzo;DF;fr Ligue 1;18;107;0;0.00;0;0.00;0.00
1889;Sokratis Papastathopoulos;DF;eng Premier League;31;1,696;2;0.11;0;0.00;0.11
1890;Andrea Papetti;DF;it Serie A;17;917;1;0.10;0;0.00;0.10
1891;Lucas Paquetá;MF,FW;it Serie A;21;1,103;0;0.00;1;0.08;0.08
1892;Gaëtan Paquiez;DF;fr Ligue 1;25;1,530;0;0.00;0;0.00;0.00
1893;Rubén Pardo;MF;fr Ligue 1;26;188;1;0.48;0;0.00;0.48
1894;Leandro Paredes;MF;fr Ligue 1;25;814;0;0.00;0;0.00;0.00
1895;Daniel Parejo;MF;es La Liga;30;3,024;8;0.24;3;0.09;0.33
1896;Michael Parensen;DF;de Bundesliga;33;628;1;0.14;0;0.00;0.14
1897;Miquel Parera;GK;es La Liga;23;90;0;0.00;0;0.00;0.00
1898;Marco Parolo;MF;it Serie A;34;1,700;1;0.05;0;0.00;0.05
1899;Troy Parrott;MF;eng Premier League;17;7;0;0.00;0;0.00;0.00
1900;Thomas Partey;MF;es La Liga;26;2,549;3;0.11;0;0.00;0.11
1901;Mario Pašalić;MF,FW;it Serie A;24;2,417;9;0.34;5;0.19;0.52
1902;Javier Pastore;MF;it Serie A;30;514;0;0.00;1;0.18;0.18
1903;Patric;DF;it Serie A;26;1,670;0;0.00;0;0.00;0.00
1904;Rui Patrício;GK;eng Premier League;31;3,420;0;0.00;0;0.00;0.00
1905;Paulinho;MF,FW;de Bundesliga;19;304;3;0.89;2;0.59;1.48
1906;Paulino;MF;es La Liga;22;75;0;0.00;0;0.00;0.00
1907;Gabriel Paulista;DF;es La Liga;28;2,801;1;0.03;1;0.03;0.06
1908;Benjamin Pavard;DF;de Bundesliga;23;2,790;4;0.13;4;0.13;0.26
1909;Jiří Pavlenka;GK;de Bundesliga;27;2,970;0;0.00;0;0.00;0.00
1910;Mateo Pavlović;DF;fr Ligue 1;29;812;0;0.00;0;0.00;0.00
1911;Leonardo Pavoletti;FW;it Serie A;30;45;0;0.00;0;0.00;0.00
1912;Dimitri Payet;FW;fr Ligue 1;32;1,930;9;0.42;4;0.19;0.61
